oar_term,n_phrase_match,matched_phrases
unclear_color_value_meaning,55,axis meaning | black color | black-to-white/color gradient | blue color | clear color uses
dense_word_mixture,11,dense points/lines/shapes/elements | dense/cluttered data/info | dense/cluttered layout | dense/cluttered shape | different font/word sizes/structure
simple_point_markers,11,harder to view data point | less simple | not intuitive/simple data | not simple color-wise | shape increase/decrease point
simple_point_marks,11,harder to view data point | less simple | not intuitive/simple data | not simple color-wise | shape increase/decrease point
difficult_to_interpret_content,11,easier to interpret/read/understand | easy to interpret/read/understand | hard to interpret/read/understand | hard to interpret/read/understand/differentiate | more difficult
numbers_increase_complexity,11,ambiguous numbers | amount of words/context/numbers | axis numbers | involves numbers | little/less text/numbers/context
requires_squinting_to_understand,11,attention/squinting to understand | easier to interpret/read/understand | easy to interpret/read/understand | easy to understand | hard to interpret/read/understand
quickly_interpreted_meaning,11,axis meaning | different word meaning | easy to derive meaning | label meaning | lack of meaning
large_numbers_present,11,ambiguous numbers | amount of words/context/numbers | axis numbers | involves numbers | large dataset
small_size,10,image size | mixed size | shape size | shape size variation | size
involves_numbers,10,ambiguous numbers | amount of words/context/numbers | axis numbers | involves numbers | little/less text/numbers/context
simple_symbol_variety,10,color variety/arrangement/distribution | distinguishable color variety/arrangement/distribution | less simple | not intuitive/simple data | not simple color-wise
basic_simple_structure,10,different font/word sizes/structure | less simple | looks random/messy/lack structure | not intuitive/simple data | not simple color-wise
codes_and_numbers_present,10,ambiguous numbers | amount of words/context/numbers | axis numbers | involves numbers | little/less text/numbers/context
difficult_to_interpret,10,easier to interpret/read/understand | easy to interpret/read/understand | hard to interpret/read/understand | hard to interpret/read/understand/differentiate | more difficult
more_numbers_present,10,ambiguous numbers | amount of words/context/numbers | axis numbers | involves numbers | little/less text/numbers/context
small_table_size,10,image size | mixed size | shape size | shape size variation | size
easy_to_follow,10,description easy to read | easy to derive meaning | easy to focus/follow | easy to identify/extract/find features | easy to interpret/read/understand
visually_confusing_layout,10,ambiguous/confusing colors | confusing connection | dense/cluttered layout | distracting/confusing/unclear | grid layout
contains_letters_and_numbers,10,ambiguous numbers | amount of words/context/numbers | axis numbers | involves numbers | little/less text/numbers/context
illegible_at_small_size,10,image size | mixed size | shape size | shape size variation | size
simple_measurement_indicator,10,less simple | no measurement/metric | no measurement/metric/axis | nonlinear measurement/metric/axis | not intuitive/simple data
lots_of_numbers,10,ambiguous numbers | amount of words/context/numbers | axis numbers | involves numbers | little/less text/numbers/context
contains_numbers,10,ambiguous numbers | amount of words/context/numbers | axis numbers | involves numbers | little/less text/numbers/context
multiple_image_panels,10,image layout | image location | image portrayal | image size | multiple aspects
lack_of_labels_explanation,10,almost no explanation | cluttered labels/annotations | different labels | explanation text | lack of color contrast / hard to distinguish colors
simple_map_structure,10,different font/word sizes/structure | less simple | looks random/messy/lack structure | not intuitive/simple data | not simple color-wise
familiar_domain_context,10,"a specific domain | amount of words/context/numbers | context | context/text/description | domain-specific concepts (e.g., chemical, biology, map)"
simple_design,10,complex design | design-data relationship | less simple | more uniform design | not intuitive/simple data
scaled_by_numbers,10,ambiguous numbers | amount of words/context/numbers | axis numbers | involves numbers | little/less text/numbers/context
unlabeled_legend_entries,10,explanatory legend | lack of legend | lack of/not enough axis labels/legend/annotations/context | legend easy to understand | legend on the top
earthquake_measurement_context,10,amount of words/context/numbers | context | context/text/description | lack of/not enough axis labels/legend/annotations/context | little/less text/numbers/context
large_element_size,10,element sizes | image size | large dataset | mixed size | shape size
large_graphic_size,10,image size | large dataset | mixed size | shape size | shape size variation
simple_coloring,10,clearer coloring | inadequate/few coloring | less simple | not intuitive/simple data | not simple color-wise
size_grows_small,10,image size | mixed size | shape size | shape size variation | size
large_overall_size,10,image size | large dataset | mixed size | overall shape | shape size
varied_word_sizes,10,different font/word sizes/structure | different word meaning | element sizes | shapes varied | similar box sizes
no_numbers_present,10,ambiguous numbers | amount of words/context/numbers | axis numbers | involves numbers | little/less text/numbers/context
numbers_on_entities,10,ambiguous numbers | amount of words/context/numbers | axis numbers | involves numbers | little/less text/numbers/context
not_intuitive_to_interpret,10,easier to interpret/read/understand | easy to interpret/read/understand | hard to interpret/read/understand | hard to interpret/read/understand/differentiate | intuitive
numbers_do_not_make_sense,10,ambiguous numbers | amount of words/context/numbers | axis numbers | involves numbers | little/less text/numbers/context
graphic_legend_missing,10,explanatory legend | lack of legend | lack of/not enough axis labels/legend/annotations/context | legend easy to understand | legend on the top
words_aid_readability,9,amount of words/context/numbers | fast readability | highlighted words | low readability | more texts/words
multiple_visual_cues_present,9,multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation | multiple points/lines/shapes/elements
multiple_charts_present,9,clear colored bars/charts | colored bars/charts | more charts/points/lines/shapes/elements | multiple aspects | multiple features/elements/graphs
no_legend_provided,9,explanatory legend | lack of legend | lack of/not enough axis labels/legend/annotations/context | legend easy to understand | legend on the top
abstract_representation,9,abstract shapes or colors | familiar representation | infomration representation | line quantity representation | metric representation
different_sizes_and_figures,9,different clarity | different font/word sizes/structure | different labels | different movement | different word meaning
legend_adds_complexity,9,explanatory legend | lack of legend | lack of/not enough axis labels/legend/annotations/context | legend easy to understand | legend on the top
high_contrast_coloring,9,clearer coloring | distinguishable/full/highly contrast color uses | good color contrast/separation/segmentation | inadequate/few coloring | lack of color contrast / hard to distinguish colors
larger_size_encodes_higher_frequency,9,image size | mixed size | shape size | shape size variation | size
variable_letter_size,9,image size | mixed size | shape size | shape size variation | single variable
legend_absent,9,explanatory legend | lack of legend | lack of/not enough axis labels/legend/annotations/context | legend easy to understand | legend on the top
multiple_unique_contrasts,9,multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation | multiple points/lines/shapes/elements
few_words_present,9,amount of words/context/numbers | few lines | few points/lines/shapes/elements | highlighted words | inadequate/few coloring
varying_word_sizes,9,different font/word sizes/structure | different word meaning | element sizes | similar box sizes | word frequency
legend_present,9,explanatory legend | lack of legend | lack of/not enough axis labels/legend/annotations/context | legend easy to understand | legend on the top
complex_domain_info,9,"a specific domain | clustered data/info | complex design | dense/cluttered data/info | domain-specific concepts (e.g., chemical, biology, map)"
ambiguous_without_context,9,ambiguous numbers | ambiguous/confusing colors | amount of words/context/numbers | context | context/text/description
geographic_domain_context,9,"a specific domain | amount of words/context/numbers | context | context/text/description | domain-specific concepts (e.g., chemical, biology, map)"
smaller_size_encodes_lower_frequency,9,image size | mixed size | shape size | shape size variation | size
larger_dataset_size,9,image size | large dataset | mixed size | shape size | shape size variation
high_visual_contrast,9,distinguishable/full/highly contrast color uses | good color contrast/separation/segmentation | lack of color contrast / hard to distinguish colors | low color contrast/separation/segmentation | more contrast
high_number_of_details,9,color details | fine/layered details | mismatched number-circle proportion | number distribution | number of legend items
easy_to_evaluate,8,description easy to read | easy to derive meaning | easy to focus/follow | easy to identify/extract/find features | easy to interpret/read/understand
multiple_crop_categories,8,crop production shown | many legend categories | multiple aspects | multiple features/elements/graphs | multiple interacting elements
familiar_representation,8,familiar representation | infomration representation | line quantity representation | metric representation | network representation
small_font_sizes,8,different font/word sizes/structure | element sizes | font | similar box sizes | single font
messy_visual_layout,8,dense/cluttered layout | grid layout | image layout | looks random/messy/lack structure | messy/mixed up/noisy/intermingled elements
blue_colored_squares,8,blue color | clear colored bars/charts | colored bars/charts | colored shape | colored surface
multiple_axes_four_or_five,8,fewer axes | more axes | multiple aspects | multiple features/elements/graphs | multiple interacting elements
different_sizes,8,different clarity | different font/word sizes/structure | different labels | different movement | different word meaning
limited_to_two_points,8,dense points/lines/shapes/elements | few points/lines/shapes/elements | many points/lines/shapes/elements | more charts/points/lines/shapes/elements | multiple points/lines/shapes/elements
visually_messy_layout,8,dense/cluttered layout | grid layout | image layout | looks random/messy/lack structure | messy/mixed up/noisy/intermingled elements
visually_dense_overall,8,dense points/lines/shapes/elements | dense/cluttered data/info | dense/cluttered layout | dense/cluttered shape | overall shape
visible_line_movement,8,different movement | line movement | line quantity representation | line thickness variation | nothing visible
confusing_movement_pattern,8,ambiguous/confusing colors | confusing connection | different movement | distracting/confusing/unclear | line movement
familiar_display_context,8,amount of words/context/numbers | context | context/text/description | familiar representation | lack of/not enough axis labels/legend/annotations/context
words_clearly_visible,8,amount of words/context/numbers | highlighted words | more texts/words | nothing visible | order of words
size_variations_present,8,image size | mixed size | shape size | shape size variation | size
increase_decrease_points,8,dense points/lines/shapes/elements | few points/lines/shapes/elements | many points/lines/shapes/elements | more charts/points/lines/shapes/elements | multiple points/lines/shapes/elements
multiple_axes_present,8,fewer axes | more axes | multiple aspects | multiple features/elements/graphs | multiple interacting elements
easy_to_decipher,8,description easy to read | easy to derive meaning | easy to focus/follow | easy to identify/extract/find features | easy to interpret/read/understand
links_between_points,8,dense points/lines/shapes/elements | few points/lines/shapes/elements | many points/lines/shapes/elements | more charts/points/lines/shapes/elements | multiple points/lines/shapes/elements
overall_confusing_layout,8,ambiguous/confusing colors | confusing connection | dense/cluttered layout | distracting/confusing/unclear | grid layout
high_quantity_of_points,8,dense points/lines/shapes/elements | few points/lines/shapes/elements | line quantity representation | many points/lines/shapes/elements | more charts/points/lines/shapes/elements
less_simple_overall,8,less simple | not intuitive/simple data | not simple color-wise | overall shape | simple information
familiar_recognizable_words,8,amount of words/context/numbers | familiar representation | highlighted words | more texts/words | order of words
words_visible,8,amount of words/context/numbers | highlighted words | more texts/words | nothing visible | order of words
multiple_features_present,8,easy to identify/extract/find features | hard to identify/extract/find features | multiple aspects | multiple features/elements/graphs | multiple interacting elements
words_aid_reading,8,amount of words/context/numbers | highlighted words | more effort/reading/detailed analysis | more reading/interpretation/understanding | more texts/words
simple_repeating_patterns,8,less simple | not intuitive/simple data | not simple color-wise | simple information | simple to interpret/read/understand
multiple_axes,8,fewer axes | more axes | multiple aspects | multiple features/elements/graphs | multiple interacting elements
easy_to_comprehend,8,description easy to read | easy to derive meaning | easy to focus/follow | easy to identify/extract/find features | easy to interpret/read/understand
requires_analysis_to_interpret,8,easier to interpret/read/understand | easy to interpret/read/understand | hard to interpret/read/understand | hard to interpret/read/understand/differentiate | more difficult to interpret/read/understand/differentiate
non_linear_word_order,8,different font/word sizes/structure | different word meaning | order of words | word frequency | word misoriented
multiple_countries_regions,8,more regions/space | multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation
dense_numerical_labels,8,cluttered labels/annotations | dense points/lines/shapes/elements | dense/cluttered data/info | dense/cluttered layout | dense/cluttered shape
bigger_key_size,8,image size | mixed size | shape size | shape size variation | size
visually_more_details,7,color details | fine/layered details | texture details | too many details/divisions | visually overwhelming
high_word_and_letter_count,7,different font/word sizes/structure | different word meaning | word frequency | word misoriented | word rotation/small font size
visually_cluttered_marks,7,cluttered labels/annotations | dense/cluttered data/info | dense/cluttered layout | dense/cluttered shape | visually overwhelming
readable_labels_present,7,cluttered labels/annotations | different labels | lack of/not enough axis labels/legend/annotations/context | more interpretable/readable/understandable | more labels/context
multiple_figures_present,7,multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation | multiple points/lines/shapes/elements
multiple_variables,7,more parameters/variables | multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation
country_related_context,7,amount of words/context/numbers | context | context/text/description | lack of/not enough axis labels/legend/annotations/context | little/less text/numbers/context
provides_necessary_context,7,amount of words/context/numbers | context | context/text/description | lack of/not enough axis labels/legend/annotations/context | little/less text/numbers/context
intricate_visual_structure,7,different font/word sizes/structure | looks random/messy/lack structure | more intricate | simple visual elements | unclear structure
multiple_countries_shown,7,crop production shown | multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation
sports_team_context,7,amount of words/context/numbers | context | context/text/description | lack of/not enough axis labels/legend/annotations/context | little/less text/numbers/context
forbes_companies_context,7,amount of words/context/numbers | context | context/text/description | lack of/not enough axis labels/legend/annotations/context | little/less text/numbers/context
much_more_detailed,7,detailed inscription | less detailed/things | more detailed/things | more effort/reading/detailed analysis | much/more data/info/info spread
provides_context,7,amount of words/context/numbers | context | context/text/description | lack of/not enough axis labels/legend/annotations/context | little/less text/numbers/context
multiple_areas_of_interest,7,multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation | multiple points/lines/shapes/elements
mentally_taxing_to_interpret,7,easier to interpret/read/understand | easy to interpret/read/understand | hard to interpret/read/understand | hard to interpret/read/understand/differentiate | more difficult to interpret/read/understand/differentiate
confusing_layout,7,ambiguous/confusing colors | confusing connection | dense/cluttered layout | distracting/confusing/unclear | grid layout
simple_chart_type,7,less simple | not intuitive/simple data | not simple color-wise | simple information | simple to interpret/read/understand
little_shade_variation,7,length variation | line thickness variation | little data/info | little/less text/numbers/context | shape size variation
multiple_images_present,7,blurry colors/images | multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation
visually_cluttered_overlap,7,cluttered labels/annotations | dense/cluttered data/info | dense/cluttered layout | dense/cluttered shape | visually overwhelming
difficult_to_tell_apart,7,easier to see/tell/visualize | hard to see/tell/visualize | more difficult | more difficult to compare/discern/distinguish | more difficult to focus/follow
small_fine_details,7,color details | fine/layered details | small | small and simple | texture details
provides_interpretive_context,7,amount of words/context/numbers | context | context/text/description | lack of/not enough axis labels/legend/annotations/context | little/less text/numbers/context
straightforward_to_interpret,7,easier to interpret/read/understand | easy to interpret/read/understand | hard to interpret/read/understand | hard to interpret/read/understand/differentiate | more difficult to interpret/read/understand/differentiate
rich_visual_details,7,color details | fine/layered details | simple visual elements | texture details | too many details/divisions
cluttered_labels,7,cluttered labels/annotations | dense/cluttered data/info | dense/cluttered layout | dense/cluttered shape | different labels
multiple_plots_present,7,multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation | multiple points/lines/shapes/elements
more_points_present,7,dense points/lines/shapes/elements | few points/lines/shapes/elements | many points/lines/shapes/elements | more charts/points/lines/shapes/elements | multiple points/lines/shapes/elements
shows_word_frequency,7,different font/word sizes/structure | different word meaning | word frequency | word misoriented | word rotation/small font size
mixed_up_arrangement,7,clear text arrangement/density | color variety/arrangement/distribution | distinguishable color variety/arrangement/distribution | messy/mixed up/noisy/intermingled elements | mixed size
multiple_continents_shown,7,crop production shown | multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation
familiar_domain_labels,7,"a specific domain | cluttered labels/annotations | different labels | domain-specific concepts (e.g., chemical, biology, map) | familiar representation"
simple_to_grasp,7,less simple | not intuitive/simple data | not simple color-wise | simple information | simple to interpret/read/understand
large_number_of_items,7,large dataset | mismatched number-circle proportion | number distribution | number of legend items | number of levels
lacks_interpretive_context,7,amount of words/context/numbers | context | context/text/description | lack of/not enough axis labels/legend/annotations/context | little/less text/numbers/context
involves_words_sentences,7,amount of words/context/numbers | highlighted words | involves numbers | more texts/words | order of words
unlikely_to_interpret,7,easier to interpret/read/understand | easy to interpret/read/understand | hard to interpret/read/understand | hard to interpret/read/understand/differentiate | more difficult to interpret/read/understand/differentiate
high_word_count,7,different font/word sizes/structure | different word meaning | word frequency | word misoriented | word rotation/small font size
random_like_movement,7,different movement | line movement | looks random/messy/lack structure | random-like movement | random-like shapes
impossible_to_interpret,7,easier to interpret/read/understand | easy to interpret/read/understand | hard to interpret/read/understand | hard to interpret/read/understand/differentiate | more difficult to interpret/read/understand/differentiate
dark_and_black_coloring,7,black color | black-to-white/color gradient | clearer coloring | inadequate/few coloring | unclear coloring
rotated_word_orientations,7,different font/word sizes/structure | different word meaning | word frequency | word misoriented | word rotation/small font size
provides_no_context,7,amount of words/context/numbers | context | context/text/description | lack of/not enough axis labels/legend/annotations/context | little/less text/numbers/context
difficult_to_visualize,7,easier to process/visualize | easier to see/tell/visualize | hard to see/tell/visualize | more difficult | more difficult to compare/discern/distinguish
simple_node_markers,7,less simple | not intuitive/simple data | not simple color-wise | simple information | simple to interpret/read/understand
requires_prior_context,7,amount of words/context/numbers | context | context/text/description | lack of/not enough axis labels/legend/annotations/context | little/less text/numbers/context
reduced_white_space,7,black-to-white/color gradient | less empty space | less negative space | more regions/space | negative space
excessive_white_space,7,black-to-white/color gradient | less empty space | less negative space | more regions/space | negative space
multiple_countries_labeled,7,labeled axis | multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation
high_school_education_context,7,amount of words/context/numbers | context | context/text/description | lack of/not enough axis labels/legend/annotations/context | little/less text/numbers/context
uniform_visual_design,7,complex design | design-data relationship | less uniform shapes | more uniform design | simple visual elements
simple_to_digest,7,less simple | not intuitive/simple data | not simple color-wise | simple information | simple to interpret/read/understand
multiple_variables_present,7,more parameters/variables | multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation
random_letter_labels,7,cluttered labels/annotations | different labels | lack of/not enough axis labels/legend/annotations/context | looks random/messy/lack structure | more labels/context
multiple_icons_present,7,icons | multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation
each_box_significantly_different,7,different clarity | different font/word sizes/structure | different labels | different movement | different word meaning
simple_dot_marks,7,less simple | not intuitive/simple data | not simple color-wise | simple information | simple to interpret/read/understand
multiple_blue_shades,7,blue color | multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation
multiple_boxes_present,7,more text boxes | multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation
easier_to_compare,7,easier to compare/discern/distinguish | easier to interpret/read/understand | easier to process/visualize | easier to read | easier to see/tell/visualize
no_white_space,7,black-to-white/color gradient | less empty space | less negative space | more regions/space | negative space
easier_to_discern,7,easier to compare/discern/distinguish | easier to interpret/read/understand | easier to process/visualize | easier to read | easier to see/tell/visualize
visually_cluttered,7,cluttered labels/annotations | dense/cluttered data/info | dense/cluttered layout | dense/cluttered shape | visually overwhelming
complex_layout_structure,7,complex design | dense/cluttered layout | different font/word sizes/structure | grid layout | image layout
jumbled_visual_arrangement,7,clear text arrangement/density | color variety/arrangement/distribution | distinguishable color variety/arrangement/distribution | shape arrangement | simple visual elements
no_context_provided,7,amount of words/context/numbers | context | context/text/description | lack of/not enough axis labels/legend/annotations/context | little/less text/numbers/context
simple_mark_type,7,less simple | not intuitive/simple data | not simple color-wise | simple information | simple to interpret/read/understand
simple_circular_form,7,less simple | not intuitive/simple data | not simple color-wise | simple information | simple to interpret/read/understand
multiple_parameters_present,7,more parameters/variables | multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation
encodes_word_frequency,7,different font/word sizes/structure | different word meaning | word frequency | word misoriented | word rotation/small font size
differing_word_meanings,7,different font/word sizes/structure | different word meaning | word frequency | word misoriented | word rotation/small font size
intuitive_graph_understanding,6,graph | intuitive | less intuitive | more reading/interpretation/understanding | not intuitive/simple data
words_sentences_present,6,amount of words/context/numbers | highlighted words | more texts/words | order of words | unclear relation between words
multiple_links_present,6,multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation | multiple points/lines/shapes/elements
difficult_to_analyze,6,more difficult | more difficult to compare/discern/distinguish | more difficult to focus/follow | more difficult to interpret/read/understand/differentiate | more to read/analyze/understand
fewer_visual_items,6,fewer axes | number of legend items | read/analyze many figures/items | simple visual elements | visual clarity/appealing
messy_and_confusing,6,ambiguous/confusing colors | confusing connection | distracting/confusing/unclear | looks random/messy/lack structure | messy/mixed up/noisy/intermingled elements
different_volume_encodings,6,different clarity | different font/word sizes/structure | different labels | different movement | different word meaning
pointing_in_different_directions,6,different clarity | different font/word sizes/structure | different labels | different movement | different word meaning
blue_colored_box,6,blue color | clear colored bars/charts | colored bars/charts | colored shape | colored surface
different_shades_used,6,different clarity | different font/word sizes/structure | different labels | different movement | different word meaning
visually_clean_layout,6,dense/cluttered layout | grid layout | image layout | visually overwhelming | visually stimulating  texture/colors
messy_overall_layout,6,dense/cluttered layout | grid layout | image layout | looks random/messy/lack structure | messy/mixed up/noisy/intermingled elements
crossing_multiple_times,6,multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation | multiple points/lines/shapes/elements
multiple_entity_types,6,multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation | multiple points/lines/shapes/elements
difficult_to_focus_on,6,easy to focus/follow | hard to focus/follow | more difficult | more difficult to compare/discern/distinguish | more difficult to focus/follow
dense_date_annotations,6,cluttered labels/annotations | dense points/lines/shapes/elements | dense/cluttered data/info | dense/cluttered layout | dense/cluttered shape
cluttered_screen_layout,6,cluttered labels/annotations | dense/cluttered data/info | dense/cluttered layout | dense/cluttered shape | grid layout
multiple_statistics_present,6,multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation | multiple points/lines/shapes/elements
harder_to_distinguish,6,easier to compare/discern/distinguish | hard to compare/discern/distinguish | hard to distinguish colors | harder to view data point | lack of color contrast / hard to distinguish colors
histogram_like_structure,6,different font/word sizes/structure | looks random/messy/lack structure | random-like movement | random-like shapes | unclear structure
multiple_directions,6,multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation | multiple points/lines/shapes/elements
tiny_image_layout,6,dense/cluttered layout | grid layout | image layout | image location | image portrayal
light_and_dark_contrast,6,distinguishable/full/highly contrast color uses | good color contrast/separation/segmentation | lack of color contrast / hard to distinguish colors | low color contrast/separation/segmentation | more contrast
high_contrast_level,6,distinguishable/full/highly contrast color uses | good color contrast/separation/segmentation | lack of color contrast / hard to distinguish colors | low color contrast/separation/segmentation | more contrast
difficult_to_extract_takeaway,6,easy to identify/extract/find features | hard to identify/extract/find features | more difficult | more difficult to compare/discern/distinguish | more difficult to focus/follow
multiple_lineages_present,6,multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation | multiple points/lines/shapes/elements
exact_values_unreadable,6,exact feature | exact value | frame with values | separate values by color to show differences | unreadable
contains_words,6,amount of words/context/numbers | highlighted words | more texts/words | order of words | unclear relation between words
multiple_facts_conveyed,6,multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation | multiple points/lines/shapes/elements
differing_font_sizes,6,different font/word sizes/structure | element sizes | font | similar box sizes | single font
different_fonts_used,6,different clarity | different font/word sizes/structure | different labels | different movement | different word meaning
easier_to_process,6,complicated to process | easier to compare/discern/distinguish | easier to interpret/read/understand | easier to process/visualize | easier to read
multiple_circles_present,6,multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation | multiple points/lines/shapes/elements
more_cluttered_layout,6,cluttered labels/annotations | dense/cluttered data/info | dense/cluttered layout | dense/cluttered shape | grid layout
quicker_easier_to_process,6,complicated to process | easier to compare/discern/distinguish | easier to interpret/read/understand | easier to process/visualize | easier to read
different_shades_of_orange,6,different clarity | different font/word sizes/structure | different labels | different movement | different word meaning
labels_aid_reading,6,cluttered labels/annotations | different labels | lack of/not enough axis labels/legend/annotations/context | more effort/reading/detailed analysis | more labels/context
detailed_annotations,6,cluttered labels/annotations | detailed inscription | lack of/not enough axis labels/legend/annotations/context | less detailed/things | more detailed/things
random_collection_layout,6,dense/cluttered layout | grid layout | image layout | looks random/messy/lack structure | random-like movement
nuanced_visual_features,6,easy to identify/extract/find features | hard to identify/extract/find features | multiple features/elements/graphs | simple visual elements | visual clarity/appealing
ambiguous_visual_encoding,6,ambiguous numbers | ambiguous/confusing colors | simple visual elements | technical encoding | visual clarity/appealing
visually_busy_layout,6,dense/cluttered layout | grid layout | image layout | visually overwhelming | visually stimulating  texture/colors
numerous_words_present,6,amount of words/context/numbers | highlighted words | more texts/words | order of words | unclear relation between words
highly_confusing_content,6,ambiguous/confusing colors | confusing connection | distinguishable/full/highly contrast color uses | distracting/confusing/unclear | unclear meaning/confusing
messy_arrangement,6,clear text arrangement/density | color variety/arrangement/distribution | distinguishable color variety/arrangement/distribution | looks random/messy/lack structure | messy/mixed up/noisy/intermingled elements
represent_different_quantities,6,different clarity | different font/word sizes/structure | different labels | different movement | different word meaning
bidirectional_error_bars,6,bars as individual lines | clear colored bars/charts | colored bars/charts | error bars | horizontal bars
multiple_copies_present,6,multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation | multiple points/lines/shapes/elements
insufficient_contrast,6,distinguishable/full/highly contrast color uses | good color contrast/separation/segmentation | lack of color contrast / hard to distinguish colors | low color contrast/separation/segmentation | more contrast
high_number_density,6,clear text arrangement/density | mismatched number-circle proportion | number distribution | number of legend items | number of levels
words_present,6,amount of words/context/numbers | highlighted words | more texts/words | order of words | unclear relation between words
difficult_to_discern,6,easier to compare/discern/distinguish | hard to compare/discern/distinguish | more difficult | more difficult to compare/discern/distinguish | more difficult to focus/follow
mixed_with_charts,6,clear colored bars/charts | colored bars/charts | messy/mixed up/noisy/intermingled elements | mixed size | mixed timeline
objects_spread_across_space,6,less empty space | less negative space | more regions/space | much/more data/info/info spread | negative space
multiple_graphs_present,6,multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation | multiple points/lines/shapes/elements
single_visual_element,6,element sizes | simple visual elements | single font | single variable | visual clarity/appealing
high_amount_of_details,6,amount of / too many colors | amount of words/context/numbers | color details | fine/layered details | texture details
multiple_distinct_components,6,multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation | multiple points/lines/shapes/elements
labels_aid_understanding,6,cluttered labels/annotations | different labels | lack of/not enough axis labels/legend/annotations/context | more labels/context | more reading/interpretation/understanding
multiple_precise_components,6,multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation | multiple points/lines/shapes/elements
poor_visual_design,6,complex design | design-data relationship | more uniform design | simple visual elements | visual clarity/appealing
visually_overwhelming_layout,6,dense/cluttered layout | grid layout | image layout | visually overwhelming | visually stimulating  texture/colors
number_of_items_manageable,6,mismatched number-circle proportion | number distribution | number of legend items | number of levels | number of vertical lines
lots_of_words,6,amount of words/context/numbers | highlighted words | more texts/words | order of words | unclear relation between words
multiple_connecting_edges,6,multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation | multiple points/lines/shapes/elements
difficult_to_focus_long,6,easy to focus/follow | hard to focus/follow | more difficult | more difficult to compare/discern/distinguish | more difficult to focus/follow
varying_font_sizes,6,different font/word sizes/structure | element sizes | font | similar box sizes | single font
difficult_signal_noise_separation,6,good color contrast/separation/segmentation | low color contrast/separation/segmentation | more difficult | more difficult to compare/discern/distinguish | more difficult to focus/follow
high_contrast_marks,6,distinguishable/full/highly contrast color uses | good color contrast/separation/segmentation | lack of color contrast / hard to distinguish colors | low color contrast/separation/segmentation | more contrast
complex_spatial_arrangement,6,clear text arrangement/density | color variety/arrangement/distribution | complex design | distinguishable color variety/arrangement/distribution | shape arrangement
understandable_visual,6,less understandable | more interpretable/readable/understandable | not interpretable/readable/understandable | simple visual elements | visual clarity/appealing
repeated_multiple_times,6,multiple aspects | multiple features/elements/graphs | multiple interacting elements | multiple interpretation | multiple points/lines/shapes/elements
difficult_to_follow,6,easy to focus/follow | hard to focus/follow | more difficult | more difficult to compare/discern/distinguish | more difficult to focus/follow
single_font_used,5,different font/word sizes/structure | font | single font | single variable | word rotation/small font size
dense_element_clutter,5,dense points/lines/shapes/elements | dense/cluttered data/info | dense/cluttered layout | dense/cluttered shape | element sizes
difficult_to_differentiate,5,hard to interpret/read/understand/differentiate | more difficult | more difficult to compare/discern/distinguish | more difficult to focus/follow | more difficult to interpret/read/understand/differentiate
spread_of_values_shown,5,crop production shown | frame with values | much/more data/info/info spread | separate values by color to show differences | values in the middle
nothing_clearly_readable,5,more interpretable/readable/understandable | not interpretable/readable/understandable | nothing clear | nothing visible | readable/distinguishable colors
sequential_process_structure,5,complicated to process | different font/word sizes/structure | easier to process/visualize | looks random/messy/lack structure | unclear structure
easier_to_figure_out,5,easier to compare/discern/distinguish | easier to interpret/read/understand | easier to process/visualize | easier to read | easier to see/tell/visualize
low_visual_activity,5,low color contrast/separation/segmentation | low readability | simple visual elements | visual clarity/appealing | visual cues
