imageName,VisType,Topics,humanCuratedPhrases,finalPhrases
InfoVisJ.1257.5.png,Node-link,Data Density / Image Clutter; Semantics / Text Legibility; Immediacy / Cognitive Load,dense/cluttered layout; much/more data/info/info spread; involves numbers; hard to interpret/read/understand,amount of words/context/numbers; easy/hard to interpret; much/little data/info; overlapping shapes/colors/lines
InfoVisJ.2699.12.png,Node-link,"Data Density / Image Clutter; Visual Encoding Clarity; Color, Symbol, and Texture Details",less empty space; overlapping shapes/colors/lines; shapes; shapes and lines; straight lines; unclear colormaps,color contrast/clarity; overlapping shapes/colors/lines; shapes and lines
VASTJ.1720.12.png,Bar and point,Data Density / Image Clutter,little data/info,much/little data/info
v484_n7392_13_f1(1).png,Cont.-ColorPatn,Semantics / Text Legibility; Schema,title/axis/label/descriptions; a specific technique,"domain-specific concepts (e.g., chemical, biology, map); labels/axes/legends"
InfoVisJ.2072.16.png,Area,"Data Density / Image Clutter; Semantics / Text Legibility; Color, Symbol, and Texture Details",more charts/points/lines/shapes/elements; amount of words/context/numbers; color variety/arrangement/distribution,amount of words/context/numbers; color variety/shading; more charts/points/lines/shapes/elements
VASTC.91.5(1).png,Text,"Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load","much/more data/info/info spread; shape position; different font/word sizes/structure; lack of meaning; a specific technique; domain-specific concepts (e.g., chemical, biology, map); unclear colormaps","color contrast/clarity; domain-specific concepts (e.g., chemical, biology, map); much/little data/info; shape position; unclear meaning/confusing; word rotation/small font size"
visMost38.png,Node-link,Data Density / Image Clutter,much/more data/info/info spread; overlapping shapes/colors/lines,much/little data/info; overlapping shapes/colors/lines
VisC.61.10.png,Node-link,Immediacy / Cognitive Load,confusing connection; hard to interpret/read/understand,easy/hard to interpret; unclear meaning/confusing
v488_n7410_15_f3.png,Node-link,"Data Density / Image Clutter; Semantics / Text Legibility; Color, Symbol, and Texture Details",dense/cluttered data/info; overlapping shapes/colors/lines; amount of words/context/numbers; color variety/arrangement/distribution; very different colors,amount of words/context/numbers; color variety/shading; overlapping shapes/colors/lines
VisC.248.3.png,Glyph,Data Density / Image Clutter; Visual Encoding Clarity; Schema; Immediacy / Cognitive Load,more detailed/things; precision of lines; familiar representation; easy to interpret/read/understand,"domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; much/little data/info; shapes and lines"
whoQ30_1.png,Point,Data Density / Image Clutter,more charts/points/lines/shapes/elements,more charts/points/lines/shapes/elements
VASTJ.1683.4(3).png,Point,Visual Encoding Clarity; Immediacy / Cognitive Load,ordered; more difficult; more interpretable/readable/understandable,easy/hard to interpret; ordered
InfoVisJ.2251.1(3).png,Glyph,"Visual Encoding Clarity; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",ordered; shapes; visualization meaning; color shading,color variety/shading; ordered; shapes and lines; unclear meaning/confusing
whoB09_1.png,Line,"Data Density / Image Clutter; Semantics / Text Legibility; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",more charts/points/lines/shapes/elements; more parameters/variables; amount of words/context/numbers; title/axis/label/descriptions; color variety/arrangement/distribution; unclear meaning/confusing,amount of words/context/numbers; color variety/shading; labels/axes/legends; more charts/points/lines/shapes/elements; more parameters/variables; unclear meaning/confusing
VisC.233.3(2).png,Cont.-ColorPatn,"Data Density / Image Clutter; Color, Symbol, and Texture Details",more charts/points/lines/shapes/elements; black-to-white/color gradient,color variety/shading; more charts/points/lines/shapes/elements
v488_n7413_12_f2.png,Point,Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Immediacy / Cognitive Load,more charts/points/lines/shapes/elements; shape size variation; ambiguous numbers; more texts/words; take longer to interpret,amount of words/context/numbers; more charts/points/lines/shapes/elements; shapes and lines; take longer to interpret
SciVisJ.1236.10.png,Grid,"Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load","many/more data/info; more charts/points/lines/shapes/elements; shape size variation; unclear meaning; title/axis/label/descriptions; domain-specific concepts (e.g., chemical, biology, map); no context or reference; unfamiliar concepts/patterns; blurry colors/images; unclear meaning/confusing; easier to process/visualize; more effort/reading/detailed analysis; not interpretable/readable/understandable","blurry colors/images; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; more charts/points/lines/shapes/elements; shapes and lines; take longer to interpret; unclear meaning/confusing"
VASTJ.1612.1(3).png,Text,Data Density / Image Clutter; Immediacy / Cognitive Load,messy/mixed up/noisy/intermingled elements; hard to interpret/read/understand,easy/hard to interpret; overlapping shapes/colors/lines
InfoVisJ.2556.8.png,Text,Data Density / Image Clutter; Semantics / Text Legibility; Schema; Immediacy / Cognitive Load,"cluttered labels/annotations; title/axis/label/descriptions; domain-specific concepts (e.g., chemical, biology, map); easy to interpret/read/understand","domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; overlapping shapes/colors/lines"
InfoVisJ.2556.10(2).png,Text,Semantics / Text Legibility; Aesthetics Uncertainty; Immediacy / Cognitive Load,clear text arrangement/density; hard to interpret/read/understand; not intuitive/simple data,clear text arrangement/density; distracting/confusing/unclear; easy/hard to interpret
visMost533.png,Bar,"Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",more charts/points/lines/shapes/elements; size; lack of/not enough axis labels/legend/annotations/context; more title/axis/label; unclear colormaps; complicated to process; more reading/interpretation/understanding,color contrast/clarity; easy/hard to interpret; labels/axes/legends; more charts/points/lines/shapes/elements; shapes and lines; take longer to interpret
SciVisJ.603.12.png,Bar,Data Density / Image Clutter; Visual Encoding Clarity; Aesthetics Uncertainty,multiple features/elements/graphs; length variation; looks random/messy/lack structure,distracting/confusing/unclear; more charts/points/lines/shapes/elements; shapes and lines
v484_n7392_9_f3.png,Line,Data Density / Image Clutter; Semantics / Text Legibility,many numbers; more charts/points/lines/shapes/elements,amount of words/context/numbers; more charts/points/lines/shapes/elements
wsj603.png,Line,"Data Density / Image Clutter; Visual Encoding Clarity; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",fine/layered details; much/more data/info/info spread; shapes and lines; color variety/arrangement/distribution; easy to interpret/read/understand,color variety/shading; easy/hard to interpret; much/little data/info; shapes and lines
VisJ.1949.2.png,Glyph,"Visual Encoding Clarity; Color, Symbol, and Texture Details",shape variety; unclear colormaps,color contrast/clarity; shapes and lines
VASTJ.1139.4.png,Grid,"Data Density / Image Clutter; Color, Symbol, and Texture Details; Aesthetics Uncertainty",messy/mixed up/noisy/intermingled elements; color variety/arrangement/distribution; distinguishable/full/highly contrast color uses; less attractive,color variety/shading; distinguishable/full/highly contrast color uses; distracting/confusing/unclear; overlapping shapes/colors/lines
v487_n7406_7_f3.png,Glyph,"Data Density / Image Clutter; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",messy/mixed up/noisy/intermingled elements; more detailed/things; color variety/arrangement/distribution; more difficult to interpret/read/understand/differentiate,color variety/shading; easy/hard to interpret; much/little data/info; overlapping shapes/colors/lines
economist_daily_chart_153.png,Area,"Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",soft/layered/overlapping colors; visual clarity/appealing; easier to interpret/read/understand,distracting/confusing/unclear; easy/hard to interpret; soft/layered/overlapping colors
VASTC.107.7.png,Point,"Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details","more detailed/things; shapes; shapes and lines; lack of/not enough axis labels/legend/annotations/context; more title/axis/label; too much legend; domain-specific concepts (e.g., chemical, biology, map); color variety/arrangement/distribution","color variety/shading; domain-specific concepts (e.g., chemical, biology, map); labels/axes/legends; much/little data/info; shapes and lines"
economist_daily_chart_75.png,Bar,Data Density / Image Clutter; Visual Encoding Clarity; Immediacy / Cognitive Load,more charts/points/lines/shapes/elements; horizontal bars; more difficult to interpret/read/understand/differentiate,easy/hard to interpret; more charts/points/lines/shapes/elements; shapes and lines
SciVisJ.995.5.png,Bar,Semantics / Text Legibility; Schema; Immediacy / Cognitive Load,infomration representation; lack of/not enough axis labels/legend/annotations/context; title/axis/label/descriptions; provokes thought and understanding,"domain-specific concepts (e.g., chemical, biology, map); labels/axes/legends; take longer to interpret"
SciVisJ.857.9.png,Grid,"Data Density / Image Clutter; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details",dense/cluttered layout; multiple features/elements/graphs; more numbers; unfamiliar concepts/patterns; color variety/arrangement/distribution; unclear color meaning,"amount of words/context/numbers; color contrast/clarity; color variety/shading; domain-specific concepts (e.g., chemical, biology, map); more charts/points/lines/shapes/elements; overlapping shapes/colors/lines"
VisC.375.9(3).png,Node-link,"Visual Encoding Clarity; Color, Symbol, and Texture Details; Aesthetics Uncertainty",clear connection; lines; nodes,distracting/confusing/unclear; shapes and lines; symbols
InfoVisJ.669.4.png,Point,Data Density / Image Clutter; Semantics / Text Legibility,more charts/points/lines/shapes/elements; labeled axis,labels/axes/legends; more charts/points/lines/shapes/elements
InfoVisJ.621.6(2).png,Text,Semantics / Text Legibility; Schema,words and numbers; familiar representation,"amount of words/context/numbers; domain-specific concepts (e.g., chemical, biology, map)"
whoI19.png,Line,Data Density / Image Clutter; Schema; Immediacy / Cognitive Load,"little data/info; fewer axes; domain-specific concepts (e.g., chemical, biology, map); easier to interpret/read/understand","2D/3D; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; much/little data/info"
SciVisJ.765.11.png,Cont.-ColorPatn,"Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details",more charts/points/lines/shapes/elements; shape variety; title/axis/label/descriptions; amount of / too many colors,color variety/shading; labels/axes/legends; more charts/points/lines/shapes/elements; shapes and lines
InfoVisC.24.3(2).png,Text,Semantics / Text Legibility; Schema; Immediacy / Cognitive Load,code/text; word/text/sentence; a specific technique; more difficult,"amount of words/context/numbers; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret"
v488_n7409_12_f4.png,Node-link,Data Density / Image Clutter,much/more data/info/info spread,much/little data/info
InfoVisC.24.8.png,Area,Data Density / Image Clutter; Aesthetics Uncertainty,much/more data/info/info spread; looks random/messy/lack structure,distracting/confusing/unclear; much/little data/info
economist_daily_chart_5.png,Bar,Data Density / Image Clutter; Immediacy / Cognitive Load,much/more data/info/info spread; hard to interpret/read/understand,easy/hard to interpret; much/little data/info
MorphableWordClouds20.png,Text,Semantics / Text Legibility; Schema,word/text/sentence; a specific technique,"amount of words/context/numbers; domain-specific concepts (e.g., chemical, biology, map)"
VASTC.59.11(1).png,Grid,"Data Density / Image Clutter; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",more charts/points/lines/shapes/elements; much/more data/info/info spread; distinguishable/full/highly contrast color uses; looks random/messy/lack structure; more effort/reading/detailed analysis,distinguishable/full/highly contrast color uses; distracting/confusing/unclear; more charts/points/lines/shapes/elements; much/little data/info; take longer to interpret
InfoVisJ.881.15.png,Area,Data Density / Image Clutter,more parameters/variables; much/more data/info/info spread,more parameters/variables; much/little data/info
wsj270.png,Line,Visual Encoding Clarity; Schema; Immediacy / Cognitive Load,"design-data relationship; domain-specific concepts (e.g., chemical, biology, map); easy to interpret/read/understand","design-data relationship; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret"
v487_n7406_13_f2.png,Point,"Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details","much/more data/info/info spread; 2D/3D; abstract shapes or colors; lines; shapes and lines; lack of/not enough axis labels/legend/annotations/context; domain-specific concepts (e.g., chemical, biology, map); unclear colormaps","2D/3D; abstract shapes or colors; color contrast/clarity; domain-specific concepts (e.g., chemical, biology, map); labels/axes/legends; much/little data/info; shapes and lines"
VisC.389.1(3).png,Node-link,Data Density / Image Clutter; Immediacy / Cognitive Load,more detailed/things; less intuitive,easy/hard to interpret; much/little data/info
visMost457.png,Area,Data Density / Image Clutter; Immediacy / Cognitive Load,more detailed/things; take longer to interpret,much/little data/info; take longer to interpret
SciVisC.25.4.png,Grid,Data Density / Image Clutter; Immediacy / Cognitive Load,more detailed/things; more nuance information; hard to interpret/read/understand/differentiate,easy/hard to interpret; much/little data/info
SciVisJ.797.13(3).png,Glyph,Data Density / Image Clutter; Visual Encoding Clarity; Immediacy / Cognitive Load,more detailed/things; uninterpretable ranking; hard to interpret/read/understand/differentiate,easy/hard to interpret; much/little data/info; shapes and lines
economist_daily_chart_152.png,Point,Data Density / Image Clutter; Immediacy / Cognitive Load,more charts/points/lines/shapes/elements; much/more data/info/info spread; take longer to interpret,more charts/points/lines/shapes/elements; much/little data/info; take longer to interpret
VisC.527.1.png,Point,Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Immediacy / Cognitive Load,little data/info; shape increase/decrease point; title/axis/label/descriptions; easier to interpret/read/understand,easy/hard to interpret; labels/axes/legends; much/little data/info; shape increase/decrease point
VASTC.81.3(2).png,Glyph,"Visual Encoding Clarity; Color, Symbol, and Texture Details",shapes; inadequate/few coloring,inadequate/few coloring; shapes and lines
whoQ14_2.png,Bar,Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility,more charts/points/lines/shapes/elements; bars as individual lines; more labels/context,more charts/points/lines/shapes/elements; more labels/context; shapes and lines
VASTC.43.2.png,Glyph,Data Density / Image Clutter; Visual Encoding Clarity,more charts/points/lines/shapes/elements; less organized elements,less organized elements; more charts/points/lines/shapes/elements
InfoVisJ.401.12.png,Node-link,Data Density / Image Clutter; Semantics / Text Legibility; Schema,"clustered data/info; more charts/points/lines/shapes/elements; clear text/scale/information; a specific technique; domain-specific concepts (e.g., chemical, biology, map)","clear text/scale/information; domain-specific concepts (e.g., chemical, biology, map); more charts/points/lines/shapes/elements; much/little data/info"
wsj72.png,Area,Immediacy / Cognitive Load,easier to process/visualize; easy to interpret/read/understand,easy/hard to interpret
SciVisJ.2926.3.png,Cont.-ColorPatn,Schema; Immediacy / Cognitive Load,familiar representation; easy to interpret/read/understand,"domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret"
VisJ.1595.9(2).png,Glyph,"Data Density / Image Clutter; Schema; Color, Symbol, and Texture Details",little data/info; more charts/points/lines/shapes/elements; 2D/3D; white/black background / other background,2D/3D; more charts/points/lines/shapes/elements; much/little data/info; white/black background / other background
v488_n7412_9_f1.png,Area,Data Density / Image Clutter,more detailed/things,much/little data/info
VisC.251.7.png,Point,Data Density / Image Clutter,much/more data/info/info spread,much/little data/info
VisJ.1499.8.png,Glyph,Data Density / Image Clutter; Schema,much/more data/info/info spread; number of levels,2D/3D; much/little data/info
InfoVisJ.1558.11(3).png,Glyph,Semantics / Text Legibility,lack of/not enough axis labels/legend/annotations/context,labels/axes/legends
InfoVisJ.946.6.png,Grid,Data Density / Image Clutter; Immediacy / Cognitive Load,much/more data/info/info spread; take longer to interpret,much/little data/info; take longer to interpret
treasuryL03_2.png,Area,Data Density / Image Clutter; Schema; Immediacy / Cognitive Load,much/more data/info/info spread; a specific technique; take longer to interpret,"domain-specific concepts (e.g., chemical, biology, map); much/little data/info; take longer to interpret"
VisC.433.1.png,Cont.-ColorPatn,"Data Density / Image Clutter; Color, Symbol, and Texture Details",more regions/space; much/more data/info/info spread; color variety/arrangement/distribution; more pixels,color variety/shading; more charts/points/lines/shapes/elements; more regions/space; much/little data/info
InfoVisJ.349.8.png,Node-link,Semantics / Text Legibility; Immediacy / Cognitive Load,lack of/not enough axis labels/legend/annotations/context; hard to interpret/read/understand; hard to see/tell/visualize; unclear meaning/confusing,easy/hard to interpret; labels/axes/legends; unclear meaning/confusing
SciVisJ.1005.12.png,Grid,"Data Density / Image Clutter; Semantics / Text Legibility; Color, Symbol, and Texture Details",fine/layered details; more charts/points/lines/shapes/elements; more texts/words; more contrast,amount of words/context/numbers; color contrast/clarity; more charts/points/lines/shapes/elements; much/little data/info
VisJ.1560.4.png,Node-link,Visual Encoding Clarity,random-like shapes,random-like shapes
InfoVisJ.1204.7.png,Bar,Data Density / Image Clutter; Immediacy / Cognitive Load,more charts/points/lines/shapes/elements; hard to interpret/read/understand,easy/hard to interpret; more charts/points/lines/shapes/elements
VisC.199.5.png,Line,Immediacy / Cognitive Load,easy to interpret/read/understand; more interpretable/readable/understandable,easy/hard to interpret
economist_daily_chart_110.png,Area,"Data Density / Image Clutter; Schema; Color, Symbol, and Texture Details","many/more data/info; domain-specific concepts (e.g., chemical, biology, map); color variety/arrangement/distribution; good color contrast/separation/segmentation; unclear coloring","color contrast/clarity; color variety/shading; domain-specific concepts (e.g., chemical, biology, map); more charts/points/lines/shapes/elements"
VisJ.1431.19.png,Point,Data Density / Image Clutter; Visual Encoding Clarity; Schema; Immediacy / Cognitive Load,"scattered shapes (e.g., dots, squares, pictures); shape size variation; unfamiliar concepts/patterns; hard to interpret/read/understand/differentiate; hard to see/tell/visualize","domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; scattered shapes (e.g., dots, squares, pictures); shapes and lines"
economist_daily_chart_140.png,Area,"Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load","more title/axis/label; title/axis/label/descriptions; domain-specific concepts (e.g., chemical, biology, map); unfamiliar concepts/patterns; color shading; unclear colormaps; easier to interpret/read/understand; easy to interpret/read/understand; unclear meaning/confusing","color contrast/clarity; color variety/shading; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; unclear meaning/confusing"
VASTJ.220.1(2).png,Text,"Semantics / Text Legibility; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",different font/word sizes/structure; different word meaning; color variety/arrangement/distribution; less attractive,color variety/shading; distracting/confusing/unclear; unclear meaning/confusing; word rotation/small font size
v482_n7386_10_f2.png,Line,Semantics / Text Legibility; Schema,"title/axis/label/descriptions; domain-specific concepts (e.g., chemical, biology, map)","domain-specific concepts (e.g., chemical, biology, map); labels/axes/legends"
VisC.559.6.png,Glyph,Data Density / Image Clutter; Semantics / Text Legibility; Aesthetics Uncertainty; Immediacy / Cognitive Load,messy/mixed up/noisy/intermingled elements; too more points/lines/shapes/elements; different movement; unclear movement; lack of/not enough axis labels/legend/annotations/context; unclear meaning/confusing,distracting/confusing/unclear; labels/axes/legends; more charts/points/lines/shapes/elements; overlapping shapes/colors/lines; unclear meaning/confusing
SciVisC.49.5.png,Glyph,Data Density / Image Clutter; Visual Encoding Clarity; Immediacy / Cognitive Load,multiple features/elements/graphs; element sizes; hard to interpret/read/understand,easy/hard to interpret; more charts/points/lines/shapes/elements; shapes and lines
VASTC.115.5.png,Grid,Data Density / Image Clutter,multiple features/elements/graphs; multiple points/lines/shapes/elements,more charts/points/lines/shapes/elements
InfoVisJ.349.8(4).png,Node-link,Data Density / Image Clutter; Immediacy / Cognitive Load,little data/info; hard to interpret/read/understand,easy/hard to interpret; much/little data/info
VASTJ.828.7.png,Area,"Data Density / Image Clutter; Color, Symbol, and Texture Details",little data/info; lack of color contrast / hard to distinguish colors,color contrast/clarity; much/little data/info
visMost107.png,Grid,"Color, Symbol, and Texture Details",low color contrast/separation/segmentation,color contrast/clarity
VASTC.123.1.png,Grid,"Data Density / Image Clutter; Color, Symbol, and Texture Details",messy/mixed up/noisy/intermingled elements; negative space; white color on black background,color variety/shading; overlapping shapes/colors/lines
VASTJ.1448.5.png,Node-link,Data Density / Image Clutter; Semantics / Text Legibility,more charts/points/lines/shapes/elements; much/more data/info/info spread; word/text/sentence,amount of words/context/numbers; more charts/points/lines/shapes/elements; much/little data/info
InfoVisC.219.8.png,Node-link,"Data Density / Image Clutter; Visual Encoding Clarity; Color, Symbol, and Texture Details",more detailed/things; element sizes; shapes and contrasts,color contrast/clarity; much/little data/info; shapes and lines
treasuryL11_2.png,Area,Immediacy / Cognitive Load,easy to interpret/read/understand,easy/hard to interpret
MorphableWordClouds13.png,Text,Semantics / Text Legibility,readability; word rotation/small font size,word rotation/small font size
VASTC.1.10.png,Line,Data Density / Image Clutter,many points/lines/shapes/elements,more charts/points/lines/shapes/elements
whoQ58_4.png,Area,Immediacy / Cognitive Load,intuitive,easy/hard to interpret
VASTJ.270.11.png,Grid,"Data Density / Image Clutter; Color, Symbol, and Texture Details",much/more data/info/info spread; low color contrast/separation/segmentation,color contrast/clarity; much/little data/info
v490_n7418_12_f3.png,Line,"Data Density / Image Clutter; Visual Encoding Clarity; Color, Symbol, and Texture Details",more charts/points/lines/shapes/elements; curves and shapes; color variety/arrangement/distribution,color variety/shading; more charts/points/lines/shapes/elements; shapes and lines
InfoVisJ.2402.12.png,Area,"Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details",more charts/points/lines/shapes/elements; scale difference; shapes varied; size decreasing; readability; color variety/arrangement/distribution,color variety/shading; more charts/points/lines/shapes/elements; scale difference; shapes and lines; word rotation/small font size
InfoVisC.115.4.png,Area,"Data Density / Image Clutter; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",many points/lines/shapes/elements; color variety/arrangement/distribution; hard to see/tell/visualize,color variety/shading; easy/hard to interpret; more charts/points/lines/shapes/elements
CiteRivers5(1).png,Text,"Color, Symbol, and Texture Details",low color contrast/separation/segmentation,color contrast/clarity
economist_daily_chart_118.png,Line,Schema; Immediacy / Cognitive Load,familiar representation; easy to focus/follow,"domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret"
InfoVisJ.1236.13.png,Area,Semantics / Text Legibility; Schema,clear text/scale/information; frame with values,2D/3D; clear text/scale/information
InfoVisJ.647.13(2).png,Text,Immediacy / Cognitive Load,easy to interpret/read/understand,easy/hard to interpret
VASTJ.1.7.png,Node-link,Data Density / Image Clutter; Immediacy / Cognitive Load,"scattered shapes (e.g., dots, squares, pictures); take longer to interpret","scattered shapes (e.g., dots, squares, pictures); take longer to interpret"
v484_n7392_1_f4.png,Line,Data Density / Image Clutter,more charts/points/lines/shapes/elements; too much data/info,more charts/points/lines/shapes/elements; much/little data/info
VisJ.1197.5.png,Glyph,"Data Density / Image Clutter; Color, Symbol, and Texture Details",dense points/lines/shapes/elements; unclear colormaps,color contrast/clarity; more charts/points/lines/shapes/elements
VisJ.1197.5(3).png,Glyph,"Data Density / Image Clutter; Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",fine/layered details; more charts/points/lines/shapes/elements; shapes; no context or reference; visually stimulating  texture/colors; hard to see/tell/visualize,"domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; more charts/points/lines/shapes/elements; much/little data/info; shapes and lines; symbols"
np_48.png,Node-link,Data Density / Image Clutter; Immediacy / Cognitive Load,much/more data/info/info spread; more difficult to interpret/read/understand/differentiate,easy/hard to interpret; much/little data/info
InfoVisJ.647.8(2).png,Text,Data Density / Image Clutter,fine/layered details; more charts/points/lines/shapes/elements,more charts/points/lines/shapes/elements; much/little data/info
VASTJ.1160.7.png,Grid,Data Density / Image Clutter; Immediacy / Cognitive Load,too many details/divisions; not interpretable/readable/understandable,easy/hard to interpret; more charts/points/lines/shapes/elements
VASTJ.31.12(3).png,Grid,Data Density / Image Clutter,many/more data/info; much/more data/info/info spread,more charts/points/lines/shapes/elements; much/little data/info
VASTJ.1.10.png,Node-link,Data Density / Image Clutter; Immediacy / Cognitive Load,too many details/divisions; hard to interpret/read/understand,easy/hard to interpret; more charts/points/lines/shapes/elements
InfoVisJ.1022.6.png,Line,Visual Encoding Clarity; Schema; Immediacy / Cognitive Load,"clear indication; simple visual elements; domain-specific concepts (e.g., chemical, biology, map)","domain-specific concepts (e.g., chemical, biology, map); simple visual elements; unclear meaning/confusing"
InfoVisJ.2546.1.png,Text,Data Density / Image Clutter; Semantics / Text Legibility,too many details/divisions; different font/word sizes/structure; more texts/words,amount of words/context/numbers; more charts/points/lines/shapes/elements; word rotation/small font size
VisJ.1949.13.png,Glyph,"Data Density / Image Clutter; Color, Symbol, and Texture Details",more charts/points/lines/shapes/elements; color variety/arrangement/distribution; unclear coloring,color contrast/clarity; color variety/shading; more charts/points/lines/shapes/elements
v485_n7400_14_f2.png,Point,Data Density / Image Clutter; Semantics / Text Legibility,more charts/points/lines/shapes/elements; too many points/lines/shapes/elements; word rotation/small font size,more charts/points/lines/shapes/elements; word rotation/small font size
VASTC.183.14(1).png,Text,Schema,recognizable objects,"domain-specific concepts (e.g., chemical, biology, map)"
vis796.png,Node-link,"Data Density / Image Clutter; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",more charts/points/lines/shapes/elements; lack of color contrast / hard to distinguish colors; hard to interpret/read/understand/differentiate,color contrast/clarity; easy/hard to interpret; more charts/points/lines/shapes/elements
InfoVisJ.1169.5(2).png,Text,Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility,more charts/points/lines/shapes/elements; indistinguishable/unintuitive lines; word/text/sentence,amount of words/context/numbers; more charts/points/lines/shapes/elements; shapes and lines
VASTC.24.5.png,Grid,"Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",too many numbers; several elements; unclear meaning; text hard to read; title/axis/label/descriptions; values in the middle; color variety/arrangement/distribution; distracting/confusing/unclear; complicated to process; hard to see/tell/visualize; not easily understood; take longer to interpret,2D/3D; amount of words/context/numbers; color variety/shading; distracting/confusing/unclear; easy/hard to interpret; labels/axes/legends; several elements; take longer to interpret; unclear meaning/confusing; word rotation/small font size
VisJ.1243.3.png,Line,Visual Encoding Clarity; Semantics / Text Legibility; Schema,exact value; graph; plots; scale difference; readability,"domain-specific concepts (e.g., chemical, biology, map); scale difference; shapes and lines; word rotation/small font size"
vis734.png,Grid,"Data Density / Image Clutter; Color, Symbol, and Texture Details",more charts/points/lines/shapes/elements; white/black background / other background,more charts/points/lines/shapes/elements; white/black background / other background
InfoVisJ.349.10.png,Point,"Data Density / Image Clutter; Color, Symbol, and Texture Details",more charts/points/lines/shapes/elements; more parameters/variables; amount of / too many colors,color variety/shading; more charts/points/lines/shapes/elements; more parameters/variables
VisC.249.6.png,Glyph,Data Density / Image Clutter,more charts/points/lines/shapes/elements,more charts/points/lines/shapes/elements
InfoVisC.157.1.png,Point,Data Density / Image Clutter; Semantics / Text Legibility; Immediacy / Cognitive Load,too many subplots; lack of legend; word rotation/small font size; hard to interpret/read/understand,easy/hard to interpret; labels/axes/legends; more charts/points/lines/shapes/elements; word rotation/small font size
InfoVisJ.621.9.png,Text,Data Density / Image Clutter,little data/info,much/little data/info
InfoVisJ.2102.16.png,Grid,"Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",too much data/info; less organic shapes; unclear filled bars; uneven shape; text and imagery; distinguishable/full/highly contrast color uses,amount of words/context/numbers; distinguishable/full/highly contrast color uses; much/little data/info; shapes and lines; unclear meaning/confusing
MorphableWordClouds8.png,Text,Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Aesthetics Uncertainty; Immediacy / Cognitive Load,too much data/info; understand/read shapes; amount of words/context/numbers; inconsistent; hard to read shape,amount of words/context/numbers; distracting/confusing/unclear; easy/hard to interpret; much/little data/info; understand/read shapes
v490_n7419_7_f3.png,Point,Data Density / Image Clutter; Semantics / Text Legibility,multiple features/elements/graphs; lack of/not enough axis labels/legend/annotations/context; more title/axis/label,labels/axes/legends; more charts/points/lines/shapes/elements
