imageName,VisType,rawUserComments,originalPhrases,originalSentiments,n_obj,n_attr,n_rel,objects,attributes,relationships
VisJ.1595.7.png,Glyph,"I'm unable to sort these as I can't understand them, it feels like the colours along with the shape it categorised in a certain way that I can't identify",shapes categorized in a certain way; unable to sort; the colors; can't identify; can't understand them,(+); (+); (+); (+); (+),4,5,3,shapes --> mark.shape [data_area] | color_encoding --> property.color [data_area] | categorization_scheme --> content.category [overall] | legend --> furniture.legend [legend],categorized_in_unclear_way @ shapes (mark.shape) [+] | unable_to_sort_elements @ shapes (mark.shape) [+] | multiple_colors_present @ color_encoding (property.color) [+] | cannot_identify_categories @ categorization_scheme (content.category) [+] | cannot_understand_encoding @ legend (furniture.legend) [+],shapes(mark.shape) --encoded_by--> color_encoding(property.color) [+] | color_encoding(property.color) --fails_to_clarify--> categorization_scheme(content.category) [+] | categorization_scheme(content.category) --lacks_interpretable_structure--> shapes(mark.shape) [+]
InfoVisJ.1558.11(6).png,Glyph,The elements in the first image are more evenly distributed but do not seem to present much interaction between them.; the other one only has dots,more evenly distributed; not much interaction; only has dots,(-); (-); (-),3,3,2,dots --> mark.point [data_area] | distribution --> content.data [data_area] | interactions --> structure.link [data_area],only_dots_present @ dots (mark.point) [-] | evenly_distributed_layout @ distribution (content.data) [-] | minimal_interactions @ interactions (structure.link) [-],dots(mark.point) --spread_across--> distribution(content.data) [-] | dots(mark.point) --exhibits_few--> interactions(structure.link) [-]
SciVisJ.797.13.png,Glyph,I guess I'm just not familiarized with this type of chart.,not familiarized with,(+),1,1,0,visualization --> whole.visualization [overall],unfamiliar_domain_knowledge_required @ visualization (whole.visualization) [+],
VisJ.1949.11.png,Glyph,1) I'm not sure how to interpret the highlighted image because I don't know what I'm looking at 2) No clear pattern 3) No measurements 4) Not sure what the colors differentiate,No measurements; what the colors differentiate; No clear pattern; don't know what looking at,(+); (+); (+); (+),4,4,3,chart --> whole.visualization [overall] | color_encoding --> property.color [data_area] | measurements --> content.number [axes] | pattern --> structure.pattern [data_area],no_measurements_present @ measurements (content.number) [+] | unclear_color_differentiation @ color_encoding (property.color) [+] | no_clear_pattern @ pattern (structure.pattern) [+] | unclear_what_displayed @ chart (whole.visualization) [+],color_encoding(property.color) --increases_ambiguity(raw:increases_ambiguity_of)--> chart(whole.visualization) [+] | measurements(content.number) --absence_raises_cognitive_load_of--> chart(whole.visualization) [+] | pattern(structure.pattern) --contributes_to_disorder_of--> chart(whole.visualization) [+]
SciVisJ.891.13.png,Glyph,"Image 2 looks like a computer home screen and, while there is a lot going on there.",a lot going on; computer screen,(+); (-),2,2,1,visualization --> whole.visualization [overall] | computer_screen --> structure.panel [overall],high_visual_busyness @ visualization (whole.visualization) [+] | familiar_display_context @ computer_screen (structure.panel) [-],visualization(whole.visualization) --contains_many_elements--> computer_screen(structure.panel) [+]
VisJ.1197.5.png,Glyph,Proximity of items Colours involved Complexity of image,Proximity of items; Colors involved,(-); (+),3,2,2,chart --> whole.visualization [overall] | data_items --> content.data [data_area] | color_encoding --> property.color [data_area],items_in_close_proximity @ data_items (content.data) [-] | multiple_colors_present @ color_encoding (property.color) [+],data_items(content.data) --grouped_by--> color_encoding(property.color) [+] | data_items(content.data) --proximity_reduces_clutter--> chart(whole.visualization) [-]
InfoVisJ.2251.3(3).png,Glyph,I simply don't understand what it represent; The other image is just a few lines joined,a few lines joined; don't understand,(-); (+),2,2,1,lines --> mark.line [data_area] | chart --> whole.visualization [overall],few_lines_joined @ lines (mark.line) [-] | difficult_to_understand @ chart (whole.visualization) [+],lines(mark.line) --contributes_to_confusion_in--> chart(whole.visualization) [+]
SciVisJ.980.7(2).png,Glyph,it is clearer what I can learn.,it is clearer what I can learn,(-),1,1,0,visualization --> whole.visualization [overall],clear_interpretive_message @ visualization (whole.visualization) [-],
SciVisJ.728.4(2).png,Glyph,I saw that this is visually complex because it was dark and black and no one knows whats hidden,dark and black; no one knows whats hidden; visually complex,(+); (+); (+),3,3,2,visualization --> whole.visualization [overall] | dark_regions --> structure.region [data_area] | hidden_content --> content.detail [data_area],dark_and_black_coloring @ dark_regions (structure.region) [+] | obscured_underlying_data @ hidden_content (content.detail) [+] | visually_complex_overall @ visualization (whole.visualization) [+],dark_regions(structure.region) --conceals--> hidden_content(content.detail) [+] | hidden_content(content.detail) --increases_uncertainty_in--> visualization(whole.visualization) [+]
VisC.27.5.png,Glyph,theres a lot going on on the left and i do not know what. there is no title etc,a lot going on; no title; do not know what,(+); (+); (+),3,4,3,chart --> whole.visualization [overall] | title --> text.title [title] | visual_elements --> mark.element [data_area],high_visual_busyness @ chart (whole.visualization) [+] | missing_title @ title (text.title) [+] | unclear_subject_matter @ chart (whole.visualization) [+] | many_elements_present @ visual_elements (mark.element) [+],title(text.title) --absent_from--> chart(whole.visualization) [+] | visual_elements(mark.element) --overwhelms--> chart(whole.visualization) [+] | chart(whole.visualization) --lacks_interpretive_context_for--> visual_elements(mark.element) [+]
VASTC.43.2.png,Glyph,It seems to have more elements that provide information. Those elements seem to be less ordered so it transmits a sensation os caos.,more elements; elements less ordered,(+); (+),2,2,1,chart_elements --> whole.visualization [data_area] | layout --> structure.layout [overall],high_element_count @ chart_elements (whole.visualization) [+] | disordered_arrangement @ layout (structure.layout) [+],chart_elements(whole.visualization) --contributes_to--> layout(structure.layout) [+]
VisJ.1329.1(4).png,Glyph,2. I dont understand what the shapes represent. 3. Why is it moving like that.,Why is it moving like that.; dont understand what the shapes represent.,(+); (+),2,4,1,shapes --> mark.shape [data_area] | motion --> property.encoding [overall],unclear_shape_meaning @ shapes (mark.shape) [+] | unrecognizable_visual_encoding @ shapes (mark.shape) [+] | confusing_movement_pattern @ motion (property.encoding) [+] | unexplained_animation_behavior @ motion (property.encoding) [+],motion(property.encoding) --increases_confusion_of--> shapes(mark.shape) [+]
VisC.559.6.png,Glyph,"The right image shows something that looks like multiple elements interacting with each other potentially; Too many moving parts. Random letters. There is no apparent directional flow for the arrows. Messy.; First of all it has a lot of arrows pointing in different directions which is very confusing and seems complex. Secondly, I have no idea what any of it means since their isn't and numbers associated with it.",arrows pointing in different directions; isn't any numbers; I have no idea what any of it means; very confusing; Too many moving parts; messy; no apparent directional flow for the arrows; Random letters; multiple elements interacting with each other,(+); (+); (+); (+); (+); (+); (+); (+); (+),5,8,3,arrows --> mark.symbol [data_area] | letters --> text.label [data_area] | numbers --> content.number [axes] | layout --> structure.layout [overall] | elements --> mark.element [data_area],pointing_in_different_directions @ arrows (mark.symbol) [+] | no_apparent_directional_flow @ arrows (mark.symbol) [+] | random_letter_labels @ letters (text.label) [+] | no_numbers_present @ numbers (content.number) [+] | messy_overall_layout @ layout (structure.layout) [+] | very_confusing_appearance @ layout (structure.layout) [+] | too_many_moving_parts @ elements (mark.element) [+] | meaning_not_interpretable @ elements (mark.element) [+],elements(mark.element) --interact_with_each_other--> arrows(mark.symbol) [+] | arrows(mark.symbol) --lacks_association_with--> letters(text.label) [+] | layout(structure.layout) --absence_of--> numbers(content.number) [+]
InfoVisJ.2251.1(3).png,Glyph,"The right has an alphabetical ordered set of geometry, there are different shades and details on the geometry but it isn't enough to make it more complex than the left.; Information about what the visualisation is showing",alphabetical ordered; set of geometry; different shades; what visualization is showing,(-); ?; (-); (+),4,4,2,chart --> whole.visualization [overall] | labels --> text.label [axes] | color_shades --> property.color [data_area] | geometric_shapes --> mark.shape [data_area],alphabetically_ordered @ labels (text.label) [-] | different_shades_used @ color_shades (property.color) [-] | geometry_set_unclear @ geometric_shapes (mark.shape) [+] | unclear_visualization_purpose @ chart (whole.visualization) [+],color_shades(property.color) --reduces_ambiguity_of--> geometric_shapes(mark.shape) [-] | geometric_shapes(mark.shape) --increases_effort(raw:increases_interpretive_difficulty_of)--> chart(whole.visualization) [+]
SciVisJ.797.13(3).png,Glyph,it has more details the ranking system is beyond my understanding images are difficult to make sense of,more details; ranking system beyond understanding; images difficult to make sense of,(+); (+); (+),3,3,2,visualization --> whole.visualization [overall] | ranking_system --> structure.hierarchy [data_area] | images --> whole.visualization [data_area],high_detail_density @ visualization (whole.visualization) [+] | beyond_comprehension @ ranking_system (structure.hierarchy) [+] | difficult_to_interpret @ images (whole.visualization) [+],ranking_system(structure.hierarchy) --increases_effort(raw:increases_cognitive_load_of)--> visualization(whole.visualization) [+] | images(whole.visualization) --contributes_clutter_to--> visualization(whole.visualization) [+]
InfoVisJ.1558.5.png,Glyph,"the left one seems to explain some kind of pattern in the blue box, therefore i didn't think it imply anything too complicated.; it's clear it's something oval-shaped stretched out differently",oval-shaped; stretched out differently; some kind of pattern; blue box; didn't think it imply anything too complicated,(-); (-); (-); (-); (-),3,5,2,oval_shape --> mark.shape [data_area] | blue_box --> structure.panel [data_area] | pattern --> structure.pattern [overall],oval_shaped_form @ oval_shape (mark.shape) [-] | stretched_differently @ oval_shape (mark.shape) [-] | blue_colored_box @ blue_box (structure.panel) [-] | recognizable_pattern_present @ pattern (structure.pattern) [-] | not_overly_complicated @ pattern (structure.pattern) [-],oval_shape(mark.shape) --contributes_to--> pattern(structure.pattern) [-] | blue_box(structure.panel) --part_of--> pattern(structure.pattern) [-]
VisJ.1421.5(2).png,Glyph,For me is more complex because it has no legends - I cannot understand it,no legends; cannot understand,(+); (+),2,2,1,chart --> whole.visualization [overall] | legend --> furniture.legend [legend],difficult_to_interpret @ chart (whole.visualization) [+] | legend_absent @ legend (furniture.legend) [+],legend(furniture.legend) --missing_from--> chart(whole.visualization) [+]
VisJ.1197.5(4).png,Glyph,I can't tell what the image is about; blobs,can't tell what the image is about,(+),1,1,0,visualization --> whole.visualization [overall],unclear_subject_matter @ visualization (whole.visualization) [+],
VisJ.1595.6(2).png,Glyph,"I believe that the image on the left is more complex because it includes more writing on the actual page, more color, more shapes, and overall, it fills the paper more, making it a more complex image.; how objects spread over the whole picture; its an equation giving coordinates and its hard to solve the dotted lines and the picture itself; The one to the right does not sound familiar to me at all. I guess it has something to do with familiarity.; the other graphic is something i am not familiar with and that is why i had chosen it; Confusing, text on left is hard to read.; multiple colors, shape, dashed box and line, unfamiliar with terms make the right one more complicated.; Both images are complex to me in their simplicity.",text hard to read; Confusing; not familiar with; hard to solve; more shapes; more writing; more color; objects spread over; does not sound familiar; dashed box; dashed line; shape; unfamiliar with terms; multiple colors,(+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+),6,10,5,text_labels --> text.label [overall] | shapes --> mark.shape [data_area] | dashed_box --> structure.panel [data_area] | dashed_line --> mark.line [data_area] | color_encoding --> property.color [overall] | terminology --> content.domain [annotation],hard_to_read @ text_labels (text.label) [+] | dense_writing @ text_labels (text.label) [+] | unfamiliar_domain_terms @ text_labels (text.label) [+] | multiple_shapes_present @ shapes (mark.shape) [+] | objects_spread_over_area @ shapes (mark.shape) [+] | dashed_box_present @ dashed_box (structure.panel) [+] | dashed_line_present @ dashed_line (mark.line) [+] | multiple_colors_used @ color_encoding (property.color) [+] | unfamiliar_concepts @ terminology (content.domain) [+] | domain_knowledge_required @ terminology (content.domain) [+],shapes(mark.shape) --increases_clutter_with--> dashed_box(structure.panel) [+] | shapes(mark.shape) --combined_with--> dashed_line(mark.line) [+] | color_encoding(property.color) --increases_complexity(raw:adds_complexity_to)--> shapes(mark.shape) [+] | text_labels(text.label) --associated_with--> terminology(content.domain) [+] | shapes(mark.shape) --spread_across--> dashed_box(structure.panel) [+]
SciVisJ.797.13(4).png,Glyph,"I don't understand the design or the interest, I'm not familiar with this graphic design",not familiar with this graphic design; don't understand the design or interest,(+); (+),2,4,2,visualization --> whole.visualization [overall] | graphic_design --> whole.visualization [overall],unfamiliar_graphic_design @ graphic_design (whole.visualization) [+] | unclear_design_purpose @ graphic_design (whole.visualization) [+] | requires_domain_knowledge @ visualization (whole.visualization) [+] | difficult_to_interpret @ visualization (whole.visualization) [+],visualization(whole.visualization) --contains_unfamiliar--> graphic_design(whole.visualization) [+] | graphic_design(whole.visualization) --increases_effort(raw:increases_cognitive_load_of)--> visualization(whole.visualization) [+]
VisJ.1949.4(3).png,Glyph,"This image is more difficult to understand, it is complex, the message it wants to convey is not understood.",more difficult to understand,(+),1,1,0,visualization --> whole.visualization [overall],difficult_to_understand @ visualization (whole.visualization) [+],
SciVisC.49.5.png,Glyph,Hard to understand; multiple figures with different volume; visually too much color or details in a condensed zone,multiple figures; different volume; Hard to understand,(+); (+); (+),3,3,2,figures --> whole.visualization [overall] | volume --> property.size [data_area] | layout --> structure.layout [overall],multiple_figures_present @ figures (whole.visualization) [+] | different_volume_encodings @ volume (property.size) [+] | hard_to_understand @ layout (structure.layout) [+],figures(whole.visualization) --increases_clutter_via--> layout(structure.layout) [+] | volume(property.size) --contributes_to_difficulty_of--> layout(structure.layout) [+]
VisC.389.7.png,Glyph,The left has no written information; the left has nothing to go on.,no written information,(+),1,2,0,visualization --> whole.visualization [overall],absent_text_labels @ visualization (whole.visualization) [+] | no_written_information @ visualization (whole.visualization) [+],
VisJ.1329.5(3).png,Glyph,I cannot understand the pattern. It's not defined which shape or color means,undefined shape; cannot understand the pattern; undefined color,(+); (+); (+),4,3,2,chart --> whole.visualization [overall] | shape --> mark.shape [data_area] | color --> property.color [data_area] | pattern --> structure.pattern [data_area],undefined_shape @ shape (mark.shape) [+] | undefined_color @ color (property.color) [+] | pattern_not_understandable @ pattern (structure.pattern) [+],shape(mark.shape) --contributes_to--> pattern(structure.pattern) [+] | color(property.color) --contributes_to--> pattern(structure.pattern) [+]
SciVisJ.980.7.png,Glyph,"Odd shapes, several different colors, difficult to understand what it's trying to represent",Odd shapes; different colors; difficult to understand,(+); (-); (+),3,3,2,shapes --> mark.shape [data_area] | color_encoding --> property.color [data_area] | visualization --> whole.visualization [overall],odd_irregular_shapes @ shapes (mark.shape) [+] | multiple_different_colors @ color_encoding (property.color) [-] | difficult_to_understand @ visualization (whole.visualization) [+],shapes(mark.shape) --increases_clutter_in--> visualization(whole.visualization) [+] | color_encoding(property.color) --aids_differentiation_in--> visualization(whole.visualization) [-]
VisC.647.8.png,Glyph,Absolutely nothing is understood.; the little grey and white peaces simply more.; No explanation of the data hence more dificult to understand,nothing is understood.; No explanation of data; more dificult to understand,(+); (+); (+),3,4,2,visualization --> whole.visualization [overall] | data_content --> content.data [data_area] | explanation_text --> text.label [annotation],nothing_is_understood @ visualization (whole.visualization) [+] | difficult_to_interpret @ visualization (whole.visualization) [+] | no_data_explanation @ data_content (content.data) [+] | absent_or_insufficient @ explanation_text (text.label) [+],explanation_text(text.label) --fails_to_clarify--> data_content(content.data) [+] | data_content(content.data) --increases_effort(raw:increases_interpretive_difficulty_of)--> visualization(whole.visualization) [+]
VASTC.81.3(2).png,Glyph,the simpler visual which just uses shapes and a limited colour range,shapes; a limited color range,(+); (-),2,2,1,shapes --> mark.shape [data_area] | color_palette --> property.color [overall],multiple_shape_types @ shapes (mark.shape) [+] | limited_color_range @ color_palette (property.color) [-],shapes(mark.shape) --encoded_with--> color_palette(property.color) [-]
VisJ.1949.7(2).png,Glyph,The first one looks like a kid's drawing.,kid drawing,(+),1,1,0,visualization --> whole.visualization [overall],crude_informal_appearance @ visualization (whole.visualization) [+],
SciVisJ.980.13.png,Glyph,The left option seemed more like a graphic,more like a graphic,(-),1,1,0,visualization --> whole.visualization [overall],graphic_like_appearance @ visualization (whole.visualization) [-],
SciVisJ.980.9.png,Glyph,"The other image is easier to understand as the figures are displayed along with the countries, so with just a glance everything is summarized. - small font for the text in the description - the color aspect (grey map on dark background); The 2x2 matrix patterns are clear and the symbols (to the right) are more easily recognizable.",matrix patterns; symbols; easily recognizable,(-); (-); (-),2,3,2,matrix --> structure.grid [data_area] | symbols --> mark.symbol [data_area],recognizable_pattern_structure @ matrix (structure.grid) [-] | easily_recognizable_symbols @ symbols (mark.symbol) [-] | simple_symbol_variety @ symbols (mark.symbol) [-],matrix(structure.grid) --contains--> symbols(mark.symbol) [-] | symbols(mark.symbol) --aids_interpretation(raw:aids_interpretation_of)--> matrix(structure.grid) [-]
VisJ.1499.2.png,Glyph,image on the right is more visually clean.,visually clean,(-),1,1,0,visualization --> whole.visualization [overall],visually_clean_layout @ visualization (whole.visualization) [-],
InfoVisJ.2251.1(2).png,Glyph,I chose the orange-framed image as being more novel and complex to me. I was drawn to the pattern of the image.,novel pattern,(+),1,1,0,visualization --> whole.visualization [overall],novel_visual_pattern @ visualization (whole.visualization) [+],
SciVisJ.797.11(3).png,Glyph,The reason why the orange one was more complex was that the legend behind it was far more vague.,legend far more vague,(+),1,1,0,legend --> furniture.legend [legend],vague_and_unclear @ legend (furniture.legend) [+],
VisJ.1949.11(2).png,Glyph,the shapes and colors are abstract,abstract,(+),1,1,0,visualization --> whole.visualization [overall],abstract_representation @ visualization (whole.visualization) [+],
VisJ.1949.13.png,Glyph,"It's too many dots and different color. Also, it's darker.",too many dots; darker; different color,(+); (+); (+),2,4,2,dots --> mark.point [data_area] | color --> property.color [data_area],high_dot_quantity @ dots (mark.point) [+] | visually_cluttered_marks @ dots (mark.point) [+] | darker_tone @ color (property.color) [+] | multiple_different_colors @ color (property.color) [+],dots(mark.point) --encoded_with--> color(property.color) [+] | color(property.color) --increases_effort(raw:increases_cognitive_load_of)--> dots(mark.point) [+]
VisJ.1949.18.png,Glyph,"it contains multiple figures that are slightly different in terms of 1) overall shape, 2) colour distribution and 3) location within the image.",location within the image; overall shape; color distribution,(+); (+); (+),3,3,2,visualization --> whole.visualization [overall] | shape --> mark.shape [data_area] | color_distribution --> property.color [data_area],ambiguous_spatial_location @ visualization (whole.visualization) [+] | complex_overall_shape @ shape (mark.shape) [+] | varied_color_distribution @ color_distribution (property.color) [+],color_distribution(property.color) --increases_clutter_of--> visualization(whole.visualization) [+] | shape(mark.shape) --contributes_to_complexity_of--> visualization(whole.visualization) [+]
VisC.249.6.png,Glyph,there are too many spirale,too many spirals,(+),1,1,0,spirals --> mark.shape [data_area],too_many_spirals @ spirals (mark.shape) [+],
InfoVisJ.1558.7.png,Glyph,It is more complex than a simple line graph seen in the other data,line graph,(+),1,1,0,line_graph --> whole.visualization [overall],line_graph_format @ line_graph (whole.visualization) [+],
VisJ.1949.2.png,Glyph,"Colors, various shapes",various shapes; Colors,(+); (+),3,2,1,chart --> whole.visualization [overall] | shapes --> mark.shape [data_area] | colors --> property.color [data_area],various_shape_types @ shapes (mark.shape) [+] | multiple_colors_present @ colors (property.color) [+],shapes(mark.shape) --encoded_with--> colors(property.color) [+]
VisJ.1329.1.png,Glyph,Unclear. The image does not have enough color. Also what am I looking at in the left image.,not enough color.; Unclear.,(+); (+),2,2,1,visualization --> whole.visualization [overall] | color_scheme --> property.color [overall],insufficient_color_variety @ color_scheme (property.color) [+] | unclear_visual_presentation @ visualization (whole.visualization) [+],color_scheme(property.color) --contributes_to_unclarity_of--> visualization(whole.visualization) [+]
VisC.248.3.png,Glyph,"The left image has an overall pleasing pattern which makes a holisitic understanding or comprehension more available than the image on the right.; The image on the left had more fine detail than the image on the right. A lot more was happening in the entirety of the space in the image on the left compared to the image on the right, which had more unused space. The preciseness of the lines (thickness, intensity, etc.) was more important to the diagram on the left than the one on the right.","more fine detail; preciseness of the lines (thickness, intensity); overall pleasing pattern; holisitic understanding or comprehension more available",(+); (+); (-); (-),3,5,2,lines --> mark.line [data_area] | pattern --> structure.pattern [overall] | visualization --> whole.visualization [overall],fine_detail_present @ lines (mark.line) [+] | precise_line_thickness @ lines (mark.line) [+] | precise_line_intensity @ lines (mark.line) [+] | overall_pleasing_pattern @ pattern (structure.pattern) [-] | holistic_comprehension_available @ visualization (whole.visualization) [-],lines(mark.line) --contributes_fine_detail_to--> pattern(structure.pattern) [+] | pattern(structure.pattern) --facilitates_understanding_of--> visualization(whole.visualization) [-]
SciVisJ.877.8(2).png,Glyph,1. The other one looks like a wind map which I am familiar with.,familiar with; wind map,(-); (-),1,2,1,wind_map --> whole.visualization [overall],familiar_chart_type @ wind_map (whole.visualization) [-] | recognizable_wind_map @ wind_map (whole.visualization) [-],wind_map(whole.visualization) --reduces_cognitive_load_via--> wind_map(whole.visualization) [-]
SciVisJ.995.10(3).png,Glyph,Visual cues to make you understand what you're trying to analyze in the image.; random colours in random places; There is a more complex arrangement of shapes and colours; There are less visual items in this image; -Understanding of what I am looking at -Understanding the shapes -Understanding the information,arrangement of shapes; arrangement of colors; less visual items; visual cues; random places; random colors,(+); (+); (-); (+); (-); (-),4,6,3,shapes --> mark.shape [data_area] | colors --> property.color [data_area] | visual_cues --> property.encoding [data_area] | layout --> structure.layout [overall],complex_arrangement_of_shapes @ shapes (mark.shape) [+] | complex_color_arrangement @ colors (property.color) [+] | multiple_visual_cues_present @ visual_cues (property.encoding) [+] | fewer_visual_items @ shapes (mark.shape) [-] | randomly_placed_elements @ layout (structure.layout) [-] | random_color_usage @ colors (property.color) [-],shapes(mark.shape) --encoded_with--> colors(property.color) [+] | visual_cues(property.encoding) --increases_effort(raw:increases_cognitive_load_of)--> layout(structure.layout) [+] | shapes(mark.shape) --distributed_across--> layout(structure.layout) [-]
SciVisJ.821.16.png,Glyph,the colours used.,colors used,(-),1,1,0,visualization --> whole.visualization [overall],colors_aid_interpretation @ visualization (whole.visualization) [-],
VisJ.1499.5.png,Glyph,The image not selected is easier to see,easier to see,(-),1,1,0,visualization --> whole.visualization [overall],easy_to_interpret @ visualization (whole.visualization) [-],
v490_n7420_13_f1.png,Glyph,The line and shape of the image is more complex,line and shape,(+),2,2,1,line --> mark.line [data_area] | shape --> mark.shape [data_area],present_in_chart @ line (mark.line) [+] | present_in_chart @ shape (mark.shape) [+],line(mark.line) --combined_with--> shape(mark.shape) [+]
VisC.73.8(2).png,Glyph,"There appears to be a lot of data points. Uncertainty as to what the image is stating. Uncertainty on whether there was a gradient or not (what does black mean, what does green mean, what does yellow mean).",a lot of data points; a gradient; black; green; yellow; uncertainty,(+); (+); (+); (+); (+); (+),5,6,5,data_points --> mark.point [data_area] | gradient --> property.color [data_area] | black_elements --> mark.element [data_area] | green_elements --> mark.element [data_area] | yellow_elements --> mark.element [data_area],high_quantity_of_points @ data_points (mark.point) [+] | gradient_color_transition @ gradient (property.color) [+] | black_color_present @ black_elements (mark.element) [+] | green_color_present @ green_elements (mark.element) [+] | yellow_color_present @ yellow_elements (mark.element) [+] | introduces_visual_uncertainty @ gradient (property.color) [+],data_points(mark.point) --encoded_with--> gradient(property.color) [+] | gradient(property.color) --spans_colors_including--> black_elements(mark.element) [+] | gradient(property.color) --spans_colors_including--> green_elements(mark.element) [+] | gradient(property.color) --spans_colors_including--> yellow_elements(mark.element) [+] | data_points(mark.point) --creates_interpretive_uncertainty--> gradient(property.color) [+]
VisJ.1595.9(2).png,Glyph,more graphic; no or few data; 3D; more white space,more graphic; no or few data; white space; 3D,(+); (+); (+); (+),4,4,2,chart --> whole.visualization [overall] | graphic_element --> mark.element [data_area] | white_space --> structure.background [overall] | data_points --> mark.point [data_area],more_graphic_content @ graphic_element (mark.element) [+] | few_or_no_data @ data_points (mark.point) [+] | excessive_white_space @ white_space (structure.background) [+] | three_dimensional_structure @ chart (whole.visualization) [+],white_space(structure.background) --dominates--> data_points(mark.point) [+] | chart(whole.visualization) --rendered_in--> graphic_element(mark.element) [+]
SciVisJ.822.12.png,Grid,blue coloured other picture,blue colored,(-),1,1,0,visualization --> whole.visualization [overall],blue_colored @ visualization (whole.visualization) [-],
InfoVisJ.1073.3.png,Grid,The picture on the right just made me confused looking at it. I assume it's something in biology but not sure what.,something in biology; made me confused,(+); (+),2,2,1,visualization --> whole.visualization [overall] | biological_content --> content.domain [data_area],domain_specific_biology @ biological_content (content.domain) [+] | causes_viewer_confusion @ visualization (whole.visualization) [+],biological_content(content.domain) --increases_effort(raw:increases_cognitive_load_of)--> visualization(whole.visualization) [+]
SciVisJ.867.7.png,Glyph,,How easily I could understand the information presented.; How quickly I realised what the information was showing.; How much I had to read.,(-); (-); (+),3,4,2,visualization --> whole.visualization [overall] | text_labels --> text.label [axes] | data_content --> content.data [data_area],easily_understandable_information @ visualization (whole.visualization) [-] | quickly_interpreted_meaning @ visualization (whole.visualization) [-] | high_reading_demand @ text_labels (text.label) [+] | clear_information_presentation @ data_content (content.data) [-],text_labels(text.label) --increases_cognitive_effort_of--> visualization(whole.visualization) [+] | data_content(content.data) --supports_quick_interpretation_of--> visualization(whole.visualization) [-]
SciVisJ.2664.2.png,Glyph,,"Human interpretability; Able to imagine a meaning; Range of colours, presumably conveying meaning.",(-); (-); (-),3,4,1,visualization --> whole.visualization [overall] | color_range --> property.color [data_area] | semantic_content --> content.domain [overall],human_interpretable_layout @ visualization (whole.visualization) [-] | imaginable_meaning @ semantic_content (content.domain) [-] | range_of_colors_present @ color_range (property.color) [-] | colors_convey_meaning @ color_range (property.color) [-],color_range(property.color) --aids_interpretation(raw:aids_interpretation_of)--> semantic_content(content.domain) [-]
VisJ.1949.16(2).png,Glyph,I have chosen the left image to be more complex because of the following features: the amount of shapes in the image; the size of the shapes; no information about what the squares are highlighting; almost all the shapes are the same color.,amount of shapes; no information about the squares; size of shapes; same color,(+); (+); (+); (+),4,5,3,squares --> mark.shape [data_area] | color --> property.color [overall] | legend --> furniture.legend [legend] | annotation --> text.annotation [annotation],large_amount_of_shapes @ squares (mark.shape) [+] | varying_size_of_shapes @ squares (mark.shape) [+] | same_color_used @ color (property.color) [+] | no_information_about_squares @ legend (furniture.legend) [+] | missing_explanatory_labels @ annotation (text.annotation) [+],squares(mark.shape) --lacks_distinguishing--> color(property.color) [+] | squares(mark.shape) --has_no_associated--> legend(furniture.legend) [+] | squares(mark.shape) --varies_in_size_increasing--> annotation(text.annotation) [+]
InfoVisJ.1073.1.png,Grid,"I chose the first one because it has stuff all over the place which makes it very complex. Also, there's a lot of graphs jumbled up.",graphs jumbled up; stuff all over the place,(+); (+),2,2,1,graphs --> whole.visualization [overall] | visual_elements --> mark.element [data_area],jumbled_arrangement @ graphs (whole.visualization) [+] | scattered_all_over @ visual_elements (mark.element) [+],graphs(whole.visualization) --creates_cluttered_layout--> visual_elements(mark.element) [+]
VASTJ.31.2.png,Grid,The picture has text. and the black color grabbed my attention suddenly. Black is discordant here.,has text.; black color grabbed attention; Black is discordant here.,(+); (+); (+),2,3,1,text --> text.label [overall] | black_element --> mark.element [overall],text_present @ text (text.label) [+] | grabs_visual_attention @ black_element (mark.element) [+] | discordant_color_choice @ black_element (mark.element) [+],black_element(mark.element) --increases_clutter_in--> text(text.label) [+]
v487_n7407_7_f2.png,Grid,"Right one is at least organized in a table; The right has a chart with labels and a key indicating what the colours represent, so even though there is a lot going on you can break down what it all means.",a lot going on; a key; labels; chart with labels; break down what it means; organized in a table,(+); (-); (-); (-); (-); (-),4,4,3,chart --> whole.visualization [data_area] | legend --> furniture.legend [legend] | labels --> text.label [axes] | table --> structure.grid [overall],high_visual_activity @ chart (whole.visualization) [+] | aids_interpretation @ legend (furniture.legend) [-] | clarifies_content @ labels (text.label) [-] | organized_structure @ table (structure.grid) [-],chart(whole.visualization) --accompanied_by--> labels(text.label) [-] | legend(furniture.legend) --breaks_down_meaning_of--> chart(whole.visualization) [-] | table(structure.grid) --structures(raw:organizes)--> chart(whole.visualization) [-]
