imageName,VisType,originalPhrases,originalSentiments,subj_raw,subj_synset,subj_category,subj_attrs,pred_raw,pred_canon,obj_raw,obj_synset,obj_category,obj_attrs,sentiment,topic
VisJ.1949.18.png,Glyph,location within the image; overall shape; color distribution,(+); (+); (+),color_distribution,property.color,property,varied_color_distribution,increases_clutter_of,increases_clutter_of,visualization,whole.visualization,whole,ambiguous_spatial_location,[+],Aesthetics Uncertainty
VisJ.1949.18.png,Glyph,location within the image; overall shape; color distribution,(+); (+); (+),shape,mark.shape,mark,complex_overall_shape,contributes_to_complexity_of,contributes_to_complexity_of,visualization,whole.visualization,whole,ambiguous_spatial_location,[+],Immediacy / Cognitive Load
VisJ.1949.2.png,Glyph,various shapes; Colors,(+); (+),shapes,mark.shape,mark,various_shape_types,encoded_with,encoded_with,colors,property.color,property,multiple_colors_present,[+],Visual Encoding Clarity
VisJ.1329.1.png,Glyph,not enough color.; Unclear.,(+); (+),color_scheme,property.color,property,insufficient_color_variety,contributes_to_unclarity_of,contributes_to_unclarity_of,visualization,whole.visualization,whole,unclear_visual_presentation,[+],Visual Encoding Clarity
VisC.248.3.png,Glyph,"more fine detail; preciseness of the lines (thickness, intensity); overall pleasing pattern; holisitic understanding or comprehension more available",(+); (+); (-); (-),lines,mark.line,mark,fine_detail_present; precise_line_thickness; precise_line_intensity,contributes_fine_detail_to,contributes_fine_detail_to,pattern,structure.pattern,structure,overall_pleasing_pattern,[+],Data Density / Image Clutter
VisC.248.3.png,Glyph,"more fine detail; preciseness of the lines (thickness, intensity); overall pleasing pattern; holisitic understanding or comprehension more available",(+); (+); (-); (-),pattern,structure.pattern,structure,overall_pleasing_pattern,facilitates_understanding_of,facilitates_understanding_of,visualization,whole.visualization,whole,holistic_comprehension_available,[-],Immediacy / Cognitive Load
SciVisJ.877.8(2).png,Glyph,familiar with; wind map,(-); (-),wind_map,whole.visualization,whole,familiar_chart_type; recognizable_wind_map,reduces_cognitive_load_via,reduces_cognitive_load_via,wind_map,whole.visualization,whole,familiar_chart_type; recognizable_wind_map,[-],Immediacy / Cognitive Load
SciVisJ.995.10(3).png,Glyph,arrangement of shapes; arrangement of colors; less visual items; visual cues; random places; random colors,(+); (+); (-); (+); (-); (-),shapes,mark.shape,mark,complex_arrangement_of_shapes; fewer_visual_items,encoded_with,encoded_with,colors,property.color,property,complex_color_arrangement; random_color_usage,[+],"Color, Symbol, and Texture Details"
SciVisJ.995.10(3).png,Glyph,arrangement of shapes; arrangement of colors; less visual items; visual cues; random places; random colors,(+); (+); (-); (+); (-); (-),visual_cues,property.encoding,property,multiple_visual_cues_present,increases_cognitive_load_of,increases_effort,layout,structure.layout,structure,randomly_placed_elements,[+],Immediacy / Cognitive Load
SciVisJ.995.10(3).png,Glyph,arrangement of shapes; arrangement of colors; less visual items; visual cues; random places; random colors,(+); (+); (-); (+); (-); (-),shapes,mark.shape,mark,complex_arrangement_of_shapes; fewer_visual_items,distributed_across,distributed_across,layout,structure.layout,structure,randomly_placed_elements,[-],Aesthetics Uncertainty
v490_n7420_13_f1.png,Glyph,line and shape,(+),line,mark.line,mark,present_in_chart,combined_with,combined_with,shape,mark.shape,mark,present_in_chart,[+],Visual Encoding Clarity
VisC.73.8(2).png,Glyph,a lot of data points; a gradient; black; green; yellow; uncertainty,(+); (+); (+); (+); (+); (+),data_points,mark.point,mark,high_quantity_of_points,encoded_with,encoded_with,gradient,property.color,property,gradient_color_transition; introduces_visual_uncertainty,[+],Visual Encoding Clarity
VisC.73.8(2).png,Glyph,a lot of data points; a gradient; black; green; yellow; uncertainty,(+); (+); (+); (+); (+); (+),gradient,property.color,property,gradient_color_transition; introduces_visual_uncertainty,spans_colors_including,spans_colors_including,black_elements,mark.element,mark,black_color_present,[+],"Color, Symbol, and Texture Details"
VisC.73.8(2).png,Glyph,a lot of data points; a gradient; black; green; yellow; uncertainty,(+); (+); (+); (+); (+); (+),gradient,property.color,property,gradient_color_transition; introduces_visual_uncertainty,spans_colors_including,spans_colors_including,green_elements,mark.element,mark,green_color_present,[+],"Color, Symbol, and Texture Details"
VisC.73.8(2).png,Glyph,a lot of data points; a gradient; black; green; yellow; uncertainty,(+); (+); (+); (+); (+); (+),gradient,property.color,property,gradient_color_transition; introduces_visual_uncertainty,spans_colors_including,spans_colors_including,yellow_elements,mark.element,mark,yellow_color_present,[+],"Color, Symbol, and Texture Details"
VisC.73.8(2).png,Glyph,a lot of data points; a gradient; black; green; yellow; uncertainty,(+); (+); (+); (+); (+); (+),data_points,mark.point,mark,high_quantity_of_points,creates_interpretive_uncertainty,creates_interpretive_uncertainty,gradient,property.color,property,gradient_color_transition; introduces_visual_uncertainty,[+],Immediacy / Cognitive Load
VisJ.1595.9(2).png,Glyph,more graphic; no or few data; white space; 3D,(+); (+); (+); (+),white_space,structure.background,structure,excessive_white_space,dominates,dominates,data_points,mark.point,mark,few_or_no_data,[+],Data Density / Image Clutter
VisJ.1595.9(2).png,Glyph,more graphic; no or few data; white space; 3D,(+); (+); (+); (+),chart,whole.visualization,whole,three_dimensional_structure,rendered_in,rendered_in,graphic_element,mark.element,mark,more_graphic_content,[+],Visual Encoding Clarity
InfoVisJ.1073.3.png,Grid,something in biology; made me confused,(+); (+),biological_content,content.domain,content,domain_specific_biology,increases_cognitive_load_of,increases_effort,visualization,whole.visualization,whole,causes_viewer_confusion,[+],Immediacy / Cognitive Load
SciVisJ.867.7.png,Glyph,How easily I could understand the information presented.; How quickly I realised what the information was showing.; How much I had to read.,(-); (-); (+),text_labels,text.label,text,high_reading_demand,increases_cognitive_effort_of,increases_cognitive_effort_of,visualization,whole.visualization,whole,easily_understandable_information; quickly_interpreted_meaning,[+],Semantics / Text Legibility
SciVisJ.867.7.png,Glyph,How easily I could understand the information presented.; How quickly I realised what the information was showing.; How much I had to read.,(-); (-); (+),data_content,content.data,content,clear_information_presentation,supports_quick_interpretation_of,supports_quick_interpretation_of,visualization,whole.visualization,whole,easily_understandable_information; quickly_interpreted_meaning,[-],Immediacy / Cognitive Load
SciVisJ.2664.2.png,Glyph,"Human interpretability; Able to imagine a meaning; Range of colours, presumably conveying meaning.",(-); (-); (-),color_range,property.color,property,range_of_colors_present; colors_convey_meaning,aids_interpretation_of,aids_interpretation,semantic_content,content.domain,content,imaginable_meaning,[-],Immediacy / Cognitive Load
VisJ.1949.16(2).png,Glyph,amount of shapes; no information about the squares; size of shapes; same color,(+); (+); (+); (+),squares,mark.shape,mark,large_amount_of_shapes; varying_size_of_shapes,lacks_distinguishing,lacks_distinguishing,color,property.color,property,same_color_used,[+],"Color, Symbol, and Texture Details"
VisJ.1949.16(2).png,Glyph,amount of shapes; no information about the squares; size of shapes; same color,(+); (+); (+); (+),squares,mark.shape,mark,large_amount_of_shapes; varying_size_of_shapes,has_no_associated,has_no_associated,legend,furniture.legend,furniture,no_information_about_squares,[+],Schema
VisJ.1949.16(2).png,Glyph,amount of shapes; no information about the squares; size of shapes; same color,(+); (+); (+); (+),squares,mark.shape,mark,large_amount_of_shapes; varying_size_of_shapes,varies_in_size_increasing,varies_in_size_increasing,annotation,text.annotation,text,missing_explanatory_labels,[+],Aesthetics Uncertainty
InfoVisJ.1073.1.png,Grid,graphs jumbled up; stuff all over the place,(+); (+),graphs,whole.visualization,whole,jumbled_arrangement,creates_cluttered_layout,creates_cluttered_layout,visual_elements,mark.element,mark,scattered_all_over,[+],Aesthetics Uncertainty
VASTJ.31.2.png,Grid,has text.; black color grabbed attention; Black is discordant here.,(+); (+); (+),black_element,mark.element,mark,grabs_visual_attention; discordant_color_choice,increases_clutter_in,increases_clutter_in,text,text.label,text,text_present,[+],Aesthetics Uncertainty
v487_n7407_7_f2.png,Grid,a lot going on; a key; labels; chart with labels; break down what it means; organized in a table,(+); (-); (-); (-); (-); (-),chart,whole.visualization,whole,high_visual_activity,accompanied_by,accompanied_by,labels,text.label,text,clarifies_content,[-],Semantics / Text Legibility
v487_n7407_7_f2.png,Grid,a lot going on; a key; labels; chart with labels; break down what it means; organized in a table,(+); (-); (-); (-); (-); (-),legend,furniture.legend,furniture,aids_interpretation,breaks_down_meaning_of,breaks_down_meaning_of,chart,whole.visualization,whole,high_visual_activity,[-],Immediacy / Cognitive Load
v487_n7407_7_f2.png,Grid,a lot going on; a key; labels; chart with labels; break down what it means; organized in a table,(+); (-); (-); (-); (-); (-),table,structure.grid,structure,organized_structure,organizes,structures,chart,whole.visualization,whole,high_visual_activity,[-],Visual Encoding Clarity
InfoVisJ.1149.8(2).png,Grid,image is too tiny; more items; I can't describe what I can't see; Immense amount of detail; tiny layout of images; Vast use of colorization; Virtually impossible to decipher to layman,(+); (+); (+); (+); (+); (+); (+),layout,structure.layout,structure,tiny_image_layout,hinders_visibility_of,hinders_visibility_of,data_items,content.data,content,large_number_of_items; immense_detail_present,[+],Immediacy / Cognitive Load
InfoVisJ.1149.8(2).png,Grid,image is too tiny; more items; I can't describe what I can't see; Immense amount of detail; tiny layout of images; Vast use of colorization; Virtually impossible to decipher to layman,(+); (+); (+); (+); (+); (+); (+),color_encoding,property.color,property,vast_colorization_use,increases_clutter_in,increases_clutter_in,visualization,whole.visualization,whole,too_tiny_to_read; virtually_impossible_to_decipher,[+],"Color, Symbol, and Texture Details"
InfoVisJ.1149.8(2).png,Grid,image is too tiny; more items; I can't describe what I can't see; Immense amount of detail; tiny layout of images; Vast use of colorization; Virtually impossible to decipher to layman,(+); (+); (+); (+); (+); (+); (+),data_items,content.data,content,large_number_of_items; immense_detail_present,overwhelms_readability_of,overwhelms_readability_of,text_labels,text.label,text,illegible_at_small_size,[+],Aesthetics Uncertainty
InfoVisJ.1149.8(2).png,Grid,image is too tiny; more items; I can't describe what I can't see; Immense amount of detail; tiny layout of images; Vast use of colorization; Virtually impossible to decipher to layman,(+); (+); (+); (+); (+); (+); (+),visualization,whole.visualization,whole,too_tiny_to_read; virtually_impossible_to_decipher,requires_domain_knowledge_to_interpret,requires_expertise,data_items,content.data,content,large_number_of_items; immense_detail_present,[+],Schema
InfoVisJ.2102.16.png,Grid,too much data; unclear filled bars; Less organic shapes; Uneven shape; Text and imagery; Higher contrast,(+); (+); (+); (+); (+); (+),filled_bars,mark.bar,mark,visually_unclear_encoding,contributes_to_clutter_in,contributes_to_clutter_in,data_elements,content.data,content,excessive_data_volume,[+],Data Density / Image Clutter
InfoVisJ.2102.16.png,Grid,too much data; unclear filled bars; Less organic shapes; Uneven shape; Text and imagery; Higher contrast,(+); (+); (+); (+); (+); (+),text_labels,text.label,text,mixed_text_and_imagery,combined_with,combined_with,imagery,whole.visualization,whole,,[+],Semantics / Text Legibility
InfoVisJ.2102.16.png,Grid,too much data; unclear filled bars; Less organic shapes; Uneven shape; Text and imagery; Higher contrast,(+); (+); (+); (+); (+); (+),color_contrast,property.color,property,high_contrast_coloring,amplifies_visual_complexity_of,amplifies_visual_complexity_of,shapes,mark.shape,mark,non_organic_geometric_forms; uneven_irregular_shape,[+],"Color, Symbol, and Texture Details"
SciVisJ.807.5(2).png,Grid,A few squares; axis; Few colors; look easier to understand,(-); (-); (-); (-),squares,mark.shape,mark,few_square_elements; easy_to_understand,supported_by,supported_by,axes,furniture.axes,furniture,axis_present,[-],Visual Encoding Clarity
SciVisJ.807.5(2).png,Grid,A few squares; axis; Few colors; look easier to understand,(-); (-); (-); (-),color_scheme,property.color,property,few_colors_used,reduces_complexity_of,simplifies,squares,mark.shape,mark,few_square_elements; easy_to_understand,[-],Immediacy / Cognitive Load
VASTC.3.3.png,Grid,similar size of the boxes; muted colors; harder to distinguish,(+); (+); (+),color_scheme,property.color,property,muted_colors_used,makes_harder_to_distinguish,makes_harder_to_distinguish,boxes,mark.shape,mark,similar_box_sizes; harder_to_distinguish,[+],Immediacy / Cognitive Load
VASTC.3.3.png,Grid,similar size of the boxes; muted colors; harder to distinguish,(+); (+); (+),boxes,mark.shape,mark,similar_box_sizes; harder_to_distinguish,uniform_size_reduces_differentiation,uniform_size_reduces_differentiation,color_scheme,property.color,property,muted_colors_used,[+],Visual Encoding Clarity
VASTC.123.3.png,Grid,a lot more images to look at; less colors; unfamiliar charts; a lot of information to take in,(+); (+); (+); (+),chart_collection,whole.visualization,whole,high_image_count,increases_cognitive_load_via,increases_cognitive_load_via,information_content,content.data,content,high_information_volume,[+],Immediacy / Cognitive Load
VASTC.123.3.png,Grid,a lot more images to look at; less colors; unfamiliar charts; a lot of information to take in,(+); (+); (+); (+),chart_type,whole.visualization,whole,unfamiliar_chart_forms,requires_domain_knowledge_for,requires_expertise,information_content,content.data,content,high_information_volume,[+],Schema
VASTC.123.3.png,Grid,a lot more images to look at; less colors; unfamiliar charts; a lot of information to take in,(+); (+); (+); (+),color_scheme,property.color,property,limited_color_range,contributes_to_ambiguity_in,contributes_to_ambiguity_in,chart_collection,whole.visualization,whole,high_image_count,[+],"Color, Symbol, and Texture Details"
VASTC.59.11(1).png,Grid,More data; More elements; Higher contrast; It was more confusing; needs more efffort,(+); (+); (+); (+); (+),data_elements,content.data,content,high_data_volume; numerous_data_points,increases_clutter_in,increases_clutter_in,chart,whole.visualization,whole,confusing_layout; requires_extra_effort,[+],Data Density / Image Clutter
VASTC.59.11(1).png,Grid,More data; More elements; Higher contrast; It was more confusing; needs more efffort,(+); (+); (+); (+); (+),visual_marks,mark.element,mark,many_visual_elements,contributes_to_confusion_in,contributes_to_confusion_in,chart,whole.visualization,whole,confusing_layout; requires_extra_effort,[+],Aesthetics Uncertainty
VASTC.59.11(1).png,Grid,More data; More elements; Higher contrast; It was more confusing; needs more efffort,(+); (+); (+); (+); (+),color_scheme,property.color,property,high_color_contrast,raises_cognitive_load_of,raises_cognitive_load_of,chart,whole.visualization,whole,confusing_layout; requires_extra_effort,[+],Immediacy / Cognitive Load
VASTJ.1160.6.png,Grid,densely packed shapes; all the text; contrast of colors,(+); (+); (+),shapes,mark.shape,mark,densely_packed_arrangement,creates_visual_clutter_with,creates_visual_clutter_with,colors,property.color,property,high_color_contrast,[+],Aesthetics Uncertainty
VASTJ.1160.6.png,Grid,densely packed shapes; all the text; contrast of colors,(+); (+); (+),text,text.label,text,high_text_volume,increases_cognitive_load_alongside,increases_cognitive_load_alongside,shapes,mark.shape,mark,densely_packed_arrangement,[+],Immediacy / Cognitive Load
visMost83.png,Grid,more contrast; more information to process,(+); (+),data_elements,content.data,content,high_visual_contrast; dense_information_content,increases_cognitive_load_of,increases_effort,chart,whole.visualization,whole,,[+],Immediacy / Cognitive Load
InfoVisJ.946.6.png,Grid,more information; need more time to understand,(+); (+),data_content,content.data,content,high_information_volume,increases_cognitive_load_of,increases_effort,visualization,whole.visualization,whole,requires_extended_processing_time,[+],Immediacy / Cognitive Load
InfoVisJ.2072.12.png,Grid,more colors; few more moments to process,(+); (+),color_encoding,property.color,property,multiple_colors_present,increases_cognitive_load_of,increases_effort,chart,whole.visualization,whole,,[+],Immediacy / Cognitive Load
InfoVisJ.2072.12.png,Grid,more colors; few more moments to process,(+); (+),visual_elements,mark.element,mark,requires_extra_processing_time,demands_extra_interpretation_from,demands_extra_interpretation_from,chart,whole.visualization,whole,,[+],Immediacy / Cognitive Load
VisC.147.8(2).png,Grid,symbol and shading,(+),symbols,mark.symbol,mark,varied_symbol_types,combined_with,combined_with,shading,property.color,property,shading_present,[+],Aesthetics Uncertainty
VASTJ.31.12(3).png,Grid,Spread of information; Volume of information,(-); (+) (-),data_content,content.data,content,high_information_volume; manageable_information_volume,distributed_across,distributed_across,visualization,whole.visualization,whole,well_spread_information,[-],Aesthetics Uncertainty
VASTC.41.5.png,Grid,A lot of shapes; different colors; took a long time to understand,(+); (-); (+),shapes,mark.shape,mark,high_quantity_of_shapes,encoded_with,encoded_with,colors,property.color,property,multiple_distinct_colors,[-],Visual Encoding Clarity
VASTC.41.5.png,Grid,A lot of shapes; different colors; took a long time to understand,(+); (-); (+),shapes,mark.shape,mark,high_quantity_of_shapes,contributes_to_difficulty_of,contributes_to_difficulty_of,chart,whole.visualization,whole,requires_long_interpretation_time,[+],Immediacy / Cognitive Load
VASTJ.1764.2.png,Grid,half-shading; don't understand,(+); (+),half_shading,property.opacity,property,unusual_shading_technique; difficult_to_interpret,causes_confusion_in,causes_confusion_in,chart,whole.visualization,whole,unclear_meaning,[+],Immediacy / Cognitive Load
vis393.png,Grid,a lot more to understand; multiple components,(+); (+),components,mark.element,mark,multiple_distinct_components,increases_cognitive_load_of,increases_effort,visualization,whole.visualization,whole,high_interpretive_demand,[+],Immediacy / Cognitive Load
VASTJ.1160.7.png,Grid,So many details; I do not understand the picture,(+); (+),details,content.detail,content,high_detail_density,overwhelms,overwhelms,visualization,whole.visualization,whole,difficult_to_interpret; unclear_meaning,[+],Aesthetics Uncertainty
VASTJ.1160.7.png,Grid,So many details; I do not understand the picture,(+); (+),visualization,whole.visualization,whole,difficult_to_interpret; unclear_meaning,requires_specialized_understanding,requires_specialized_understanding,details,content.detail,content,high_detail_density,[+],Schema
VASTC.24.5.png,Grid,"not clearly stated; not easily understood; need more time to realize; too many numbers; confusing numbers, letters; too many letters; confusing overall understandability; hard to tell; different bars; some values in the middle; complicated to look at",(+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+),numbers,content.number,content,too_many_numbers,combined_with,combined_with,letters,text.label,text,too_many_letters,[+],Semantics / Text Legibility
VASTC.24.5.png,Grid,"not clearly stated; not easily understood; need more time to realize; too many numbers; confusing numbers, letters; too many letters; confusing overall understandability; hard to tell; different bars; some values in the middle; complicated to look at",(+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+),midpoint_values,content.number,content,values_placed_in_middle,embedded_within,embedded_within,bars,mark.bar,mark,multiple_different_bars; hard_to_distinguish,[+],Data Density / Image Clutter
VASTC.24.5.png,Grid,"not clearly stated; not easily understood; need more time to realize; too many numbers; confusing numbers, letters; too many letters; confusing overall understandability; hard to tell; different bars; some values in the middle; complicated to look at",(+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+),labels,text.label,text,,increases_clutter_of,increases_clutter_of,chart,whole.visualization,whole,not_clearly_stated; not_easily_understood; requires_extended_processing_time; confusing_overall_understandability; complicated_to_look_at,[+],Aesthetics Uncertainty
VASTC.24.5.png,Grid,"not clearly stated; not easily understood; need more time to realize; too many numbers; confusing numbers, letters; too many letters; confusing overall understandability; hard to tell; different bars; some values in the middle; complicated to look at",(+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+),numbers,content.number,content,too_many_numbers,contributes_to_confusion_in,contributes_to_confusion_in,chart,whole.visualization,whole,not_clearly_stated; not_easily_understood; requires_extended_processing_time; confusing_overall_understandability; complicated_to_look_at,[+],Immediacy / Cognitive Load
InfoVisJ.449.8.png,Grid,Way more information; more full of stuff; variety of colors; confusing and complex to understand,(+); (+); (+); (+),data_elements,content.data,content,densely_packed_content,contributes_to,contributes_to,chart,whole.visualization,whole,high_information_volume; confusing_and_complex,[+],Aesthetics Uncertainty
InfoVisJ.449.8.png,Grid,Way more information; more full of stuff; variety of colors; confusing and complex to understand,(+); (+); (+); (+),color_encoding,property.color,property,variety_of_colors,increases_complexity_of,increases_complexity,chart,whole.visualization,whole,high_information_volume; confusing_and_complex,[+],"Color, Symbol, and Texture Details"
VASTJ.320.9.png,Grid,didn't understand what the colors represent,(+),color_encoding,property.color,property,meaning_unclear_to_viewer,increases_cognitive_load_of,increases_effort,chart,whole.visualization,whole,,[+],Immediacy / Cognitive Load
InfoVisJ.935.6.png,Grid,More colors,(+),color_scheme,property.color,property,multiple_colors_used,increases_complexity_of,increases_complexity,chart,whole.visualization,whole,,[+],"Color, Symbol, and Texture Details"
VisC.297.4.png,Grid,multiple copies; on the same axis; one shape; black and white,(-); (-); (-); (-),copies,content.data,content,multiple_copies_present,plotted_on,plotted_on,axis,furniture.axes,furniture,,[-],Visual Encoding Clarity
VisC.297.4.png,Grid,multiple copies; on the same axis; one shape; black and white,(-); (-); (-); (-),shape,mark.shape,mark,single_shape_type,repeated_along,repeated_along,axis,furniture.axes,furniture,,[-],Data Density / Image Clutter
InfoVisJ.2082.3.png,Grid,easy to understand; labels; histogram like figure; more organized; more ink on the page; more writing; less color; many elements; way more information; a lot of fine detail; more variables; No colors; more factors to consider,(-); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+),labels,text.label,text,labels_aid_understanding,facilitates_interpretation_of,facilitates_interpretation_of,histogram,whole.visualization,whole,histogram_like_structure; organized_layout; many_elements_present,[-],Immediacy / Cognitive Load
InfoVisJ.2082.3.png,Grid,easy to understand; labels; histogram like figure; more organized; more ink on the page; more writing; less color; many elements; way more information; a lot of fine detail; more variables; No colors; more factors to consider,(-); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+),variables,content.data,content,multiple_variables; more_factors_to_consider,increases_information_volume_in,increases_information_volume_in,histogram,whole.visualization,whole,histogram_like_structure; organized_layout; many_elements_present,[+],Data Density / Image Clutter
InfoVisJ.2082.3.png,Grid,easy to understand; labels; histogram like figure; more organized; more ink on the page; more writing; less color; many elements; way more information; a lot of fine detail; more variables; No colors; more factors to consider,(-); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+),ink_marks,mark.element,mark,high_ink_density; fine_detail_present,contributes_clutter_to,contributes_clutter_to,histogram,whole.visualization,whole,histogram_like_structure; organized_layout; many_elements_present,[+],Aesthetics Uncertainty
InfoVisJ.2082.3.png,Grid,easy to understand; labels; histogram like figure; more organized; more ink on the page; more writing; less color; many elements; way more information; a lot of fine detail; more variables; No colors; more factors to consider,(-); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+),text_elements,text.label,text,more_writing_on_page,adds_cognitive_load_to,adds_cognitive_load_to,histogram,whole.visualization,whole,histogram_like_structure; organized_layout; many_elements_present,[+],Immediacy / Cognitive Load
SciVisJ.807.5.png,Grid,grid of squares,(-),grid,structure.grid,structure,,composed_of,composed_of,squares,mark.shape,mark,arranged_in_grid,[-],Data Density / Image Clutter
InfoVisJ.369.3.png,Grid,density of information; number of colors; number of items on the legend,(-); (-); (-),legend,furniture.legend,furniture,few_legend_items,reflects_few_colors_in,reflects_few_colors_in,color_scheme,property.color,property,limited_color_count,[-],"Color, Symbol, and Texture Details"
InfoVisJ.369.3.png,Grid,density of information; number of colors; number of items on the legend,(-); (-); (-),chart,whole.visualization,whole,low_information_density,has_low_clutter_due_to,has_low_clutter_due_to,legend,furniture.legend,furniture,few_legend_items,[-],Aesthetics Uncertainty
SciVisJ.891.2.png,Grid,Color saturation; Color variability,(+); (+),color_scheme,property.color,property,high_color_saturation; high_color_variability,increases_complexity_of,increases_complexity,visualization,whole.visualization,whole,,[+],Aesthetics Uncertainty
SciVisJ.857.9.png,Grid,more busy; multiple data points; more numbers; not recognizable; more colors; weird color palette,(+); (+); (+); (+); (+); (+),data_points,mark.point,mark,multiple_data_points,increases_clutter_in,increases_clutter_in,data_area,structure.region,structure,visually_busy_layout,[+],Data Density / Image Clutter
SciVisJ.857.9.png,Grid,more busy; multiple data points; more numbers; not recognizable; more colors; weird color palette,(+); (+); (+); (+); (+); (+),color_palette,property.color,property,more_colors_present; weird_color_palette,complicates_interpretation_of,complicates_interpretation_of,data_points,mark.point,mark,multiple_data_points,[+],Visual Encoding Clarity
SciVisJ.857.9.png,Grid,more busy; multiple data points; more numbers; not recognizable; more colors; weird color palette,(+); (+); (+); (+); (+); (+),numbers,content.number,content,high_number_density,adds_cognitive_load_to,adds_cognitive_load_to,chart_layout,structure.layout,structure,not_recognizable_form,[+],Immediacy / Cognitive Load
VASTJ.51.8.png,Grid,3 aspects; too much variables; x-position; y-position,(+); (+); (+); (+),x_axis,furniture.axes,furniture,x_position_encoding,increases_cognitive_load_with,increases_cognitive_load_with,y_axis,furniture.axes,furniture,y_position_encoding,[+],Immediacy / Cognitive Load
VASTJ.51.8.png,Grid,3 aspects; too much variables; x-position; y-position,(+); (+); (+); (+),variables,content.data,content,too_many_variables,contributes_to_clutter_in,contributes_to_clutter_in,chart,whole.visualization,whole,three_aspects_present,[+],Data Density / Image Clutter
InfoVisJ.2023.3.png,Grid,information in technical way,(+),visualization,whole.visualization,whole,technical_presentation_style,requires_specialized_knowledge,requires_specialized_knowledge,visualization,whole.visualization,whole,technical_presentation_style,[+],Immediacy / Cognitive Load
InfoVisJ.522.15.png,Grid,a lot of data points; unclear what the differences are,(+); (+),data_points,mark.point,mark,high_quantity_of_points,increases_clutter_in,increases_clutter_in,chart,whole.visualization,whole,differences_unclear,[+],Data Density / Image Clutter
VASTJ.1139.4.png,Grid,messy; Higher contrast; More colors; Less attractive,(+); (+); (+); (+),color_scheme,property.color,property,higher_contrast_colors; more_colors_used,contributes_to,contributes_to,visual_layout,structure.layout,structure,messy_arrangement,[+],Aesthetics Uncertainty
VASTJ.1139.4.png,Grid,messy; Higher contrast; More colors; Less attractive,(+); (+); (+); (+),visual_layout,structure.layout,structure,messy_arrangement,increases_cognitive_load_of,increases_effort,chart,whole.visualization,whole,less_attractive_appearance,[+],Immediacy / Cognitive Load
VASTJ.111.8.png,Grid,axis labeling; color differences; grid,(+); (+); (+),grid,structure.grid,structure,grid_adds_visual_clutter,overlaps_with,overlaps_with,color_encoding,property.color,property,multiple_color_differences,[+],Aesthetics Uncertainty
VASTJ.111.8.png,Grid,axis labeling; color differences; grid,(+); (+); (+),axes,furniture.axes,furniture,complex_axis_labeling,combined_with,combined_with,color_encoding,property.color,property,multiple_color_differences,[+],Immediacy / Cognitive Load
InfoVisJ.464.11.png,Grid,Amount of subjects; Words,(+); (+),data_subjects,content.data,content,high_subject_count,increases_clutter_via,increases_clutter_via,text_labels,text.label,text,numerous_words_present,[+],Aesthetics Uncertainty
InfoVisJ.451.5.png,Grid,Thick and thinness; more shapes of different size,(+); (+),lines,mark.line,mark,varying_line_thickness,increases_clutter_with,increases_clutter_with,shapes,mark.shape,mark,multiple_different_sizes; variety_of_shapes,[+],Aesthetics Uncertainty
SciVisJ.1005.12.png,Grid,more lines; smaller details; more words; more unique contrasts,(+); (+); (+); (+),lines,mark.line,mark,high_line_count; small_fine_details,increases_clutter_in,increases_clutter_in,color_contrasts,property.color,property,multiple_unique_contrasts,[+],Aesthetics Uncertainty
SciVisJ.1005.12.png,Grid,more lines; smaller details; more words; more unique contrasts,(+); (+); (+); (+),text_labels,text.label,text,numerous_text_elements,adds_cognitive_load_with,adds_cognitive_load_with,annotations,text.annotation,text,dense_word_content,[+],Immediacy / Cognitive Load
SciVisJ.1005.12.png,Grid,more lines; smaller details; more words; more unique contrasts,(+); (+); (+); (+),color_contrasts,property.color,property,multiple_unique_contrasts,differentiates,differentiates,lines,mark.line,mark,high_line_count; small_fine_details,[+],"Color, Symbol, and Texture Details"
VASTJ.270.11.png,Grid,number of information; color contrast,(+); (-),color_scheme,property.color,property,strong_color_contrast,reduces_cognitive_load_of,reduces_cognitive_load_of,visualization,whole.visualization,whole,high_information_volume,[-],Immediacy / Cognitive Load
SciVisC.25.4.png,Grid,More details; More nuances; not easily decipherable,(+); (+); (+),details,content.detail,content,high_detail_density,increases_cognitive_load_of,increases_effort,visualization,whole.visualization,whole,not_easily_decipherable,[+],Immediacy / Cognitive Load
SciVisC.25.4.png,Grid,More details; More nuances; not easily decipherable,(+); (+); (+),data_elements,content.data,content,nuanced_visual_features,adds_nuance_to,adds_nuance_to,visualization,whole.visualization,whole,not_easily_decipherable,[+],Data Density / Image Clutter
VASTC.1.8.png,Grid,a lot of information; text; boxes; colors,(+); (+); (+); (+),text_elements,text.label,text,abundant_text_present,increases_clutter_in,increases_clutter_in,chart,whole.visualization,whole,high_information_volume,[+],Aesthetics Uncertainty
