imageName,imageURL,VisType,NormalizedVC,ConfusingSource,rawUserComments,UniqueTopics,CuratedUniqueTopics,CuratePhrasesMore/LessComplex,humanCuratedPhrases,originalSentiments,UniqueSubTopics,allStems,visual_objects,visual_attributes,visual_predicates,unmatched_stems,oar_B_synset_objects
InfoVisJ.2181.9.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2181.9.png,Cont.-ColorPatn,0.65,,The picture on the left includes four separate visual items to look at and discern. There are extra arrows and information included below the squares that also allude to meaning that needs to be understood.,Data Density / Image Clutter; Immediacy / Cognitive Load,,extra arrows and information; four separate visual items; needs to be understood,dense points/lines/shapes/elements; multiple features/elements/graphs; not easily understood,(+); (+); (+),Element Quantity; Interpretive Difficulty,extra; arrow; information; separate; visual; item; need; understand,arrow (mark); information (cognitive_element); item (domain_object); item (quantity_reference),extra (complexity); extra (information_quality); separate (structure); visual (aesthetics),separate (spatial); separate (structural); need (evaluative); understand (cognitive),,symbol (mark); data (content); element (mark)
SciVisJ.980.7(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.980.7(2).png,Glyph,0.65,,it is clearer what I can learn.,Immediacy / Cognitive Load,,it is clearer what I can learn,easy to interpret/read/understand,(-),Interpretive Difficulty,clear; learn,,clear (readability),,learn (unclustered),visualization (whole)
SciVisJ.797.11(3).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.797.11(3).png,Glyph,0.65,,The reason why the orange one was more complex was that the legend behind it was far more vague.,Semantics / Text Legibility,,legend far more vague,title/axis/label/descriptions,(+),Annotations & Labels,legend; far; vague,legend (chart_component),,legend (evaluative),"far (unclustered); vague (rare, 1 image)",legend (furniture)
InfoVisJ.1558.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1558.7.png,Glyph,0.65,,It is more complex than a simple line graph seen in the other data,Schema,,line graph,a specific technique,(+) (-),Domain Familiarity,line; graph,line (mark); graph (chart_type),,,,visualization (whole)
VASTJ.31.2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.31.2.png,Grid,0.65,,The picture has text. and the black color grabbed my attention suddenly. Black is discordant here.,"Semantics / Text Legibility; Color, Symbol, and Texture Details; Aesthetics Uncertainty",,has text.; black color grabbed attention; Black is discordant here.,word/text/sentence; black color; unclear colors/contrast,(+); (+); (+),Text Volume & Content; Color Palette & Contrast; Perceptual Ambiguity,text; black; color; grab; attention; discordant,text (annotation); color (perceptual_element),black (color),,"grab (rare, 1 image); attention (unclustered); discordant (rare, 1 image)",label (text); element (mark)
InfoVisJ.459.2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.459.2.png,Grid,0.65,,The complexity here is the way the image is shown and the need of focus it requires,Immediacy / Cognitive Load,,need of focus,attention/squinting to understand,(+),Processing Time & Effort,need; focus,,,need (evaluative); focus (structural); focus (perceptual),,visualization (whole)
np_11.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/np_11.png,Node-link,0.65,,"There is a lot of information to understand, there information is divided in more group, there are multiple area of interests; Multiple elements, includes text and image, in different sizes, and different colours, lots of information; Num of objects/words, how objects spread over the whole picture; too many things; Sports; The one to the right where I know they are talking about the total value of Forbes 50 most valuable sports team in 20112.","Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details",,Forbes companies; sports team; too many things; Multiple elements; lots of information; different sizes; text; different colors; Num of objects/words; how objects spread; words; a lot of information; more groups; multipe areas of interests,"many points/lines/shapes/elements; more charts/points/lines/shapes/elements; more detailed/things; much/more data/info/info spread; multiple features/elements/graphs; element sizes; word/text/sentence; domain-specific concepts (e.g., chemical, biology, map); color variety/arrangement/distribution",(-); (-); (+); (+); (+); (+); (+) (-); (+) (-); (+) (-); (+) (-); (+) (-); (+); (+); (+),Element Quantity; Information Volume; Graphical Forms & Primitives; Text Volume & Content; Domain Familiarity; Color Palette & Contrast,forbe; company; sport; team; thing; multiple; element; lot; information; different; size; text; color; num; object; word; spread; group; multipe; area; interest,a lot (quantity_reference); element (domain_object); lot (quantity_reference); information (cognitive_element); size (perceptual_element); text (annotation); color (perceptual_element); object (domain_object); word (annotation); spread (data_element); spread (quantity_reference); area (layout_component); interest (quantity_reference),too many (quantity_descriptor); a lot (quantity_descriptor); multiple (structure); lot (quantity_descriptor); different (structure); spread (quantity_descriptor),spread (spatial),"forbe (rare, 1 image); company (unclustered); sport (rare, 1 image); team (rare, 1 image); thing (unclustered); num (unclustered); group (unclustered); multipe (rare, 1 image)",visualization (whole); label (text); data (content); category (content); color (property)
v488_n7410_15_f3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v488_n7410_15_f3.png,Node-link,0.65,,"1. There's a lot of words and information presented in a small space. 2. There's a lot of colors in it, all taking a lot of space, and they're all very different from each other, creating a sense of ""a lot is going on"". 3. The arrangement of the data feels a little bit busier than the other image. 4. Lots of lines coming out of other lines. Though I don't think any of those traits are really negative, just more complex.","Data Density / Image Clutter; Semantics / Text Legibility; Color, Symbol, and Texture Details",,Lots of lines out of other lines; a little bit busier; information in a small space; a lot of word; a lot of colors; all very different,dense/cluttered data/info; overlapping shapes/colors/lines; amount of words/context/numbers; color variety/arrangement/distribution; very different colors,(+); (+); (+); (+); (+); (+),Visual Clutter & Overlap; Text Volume & Content; Color Palette & Contrast,lot; line; little; bit; busy; information; small; space; word; color; different,a lot (quantity_reference); lot (quantity_reference); line (mark); bit (quantity_reference); information (cognitive_element); space (layout_component); word (annotation); color (perceptual_element),a lot (quantity_descriptor); lot (quantity_descriptor); little (size_density); busy (complexity); busy (aesthetics); small (size_density); different (structure),,,line (mark); label (text); color (property); area (mark); legend (furniture)
VASTJ.1763.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.1763.6.png,Text,0.65,,"Colours variety, hard to read","Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,hard to read; color variety,hard to read; color variety/arrangement/distribution,(+); (+),Interpretive Difficulty; Color Palette & Contrast,hard; read; color; variety,color (perceptual_element); variety (quantity_reference),hard (readability); variety (quantity_descriptor),read (cognitive),,visualization (whole); color (property); label (text)
v490_n7418_1_f2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v490_n7418_1_f2.png,Bar,0.66,,more  confusing colours; a lot of little boxes.; the other one is just a straight line with colourful boxes,"Data Density / Image Clutter; Visual Encoding Clarity; Color, Symbol, and Texture Details",,a lot of little boxes; more confusing colors; boxes; straight line; colorful,more charts/points/lines/shapes/elements; shapes; straight lines; ambiguous/confusing colors; unclear colormaps,(+); (+); (+) (-); (-); (-),Element Quantity; Graphical Forms & Primitives; Color Palette & Contrast,lot; little; box; confusing; color; straight; line; colorful,straight line (quantity_reference); a lot (quantity_reference); lot (quantity_reference); box (chart_component); box (quantity_reference); color (perceptual_element); line (mark),a lot (quantity_descriptor); lot (quantity_descriptor); little (size_density); confusing (readability); straight (structure),,colorful (unclustered),shape (mark); line (mark); color (property)
SciVisJ.2926.3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.2926.3.png,Cont.-ColorPatn,0.66,,the left image is just patterns the right image is more interesting,Schema; Immediacy / Cognitive Load,,just patterns,familiar representation; easy to interpret/read/understand,(-),Domain Familiarity; Interpretive Difficulty,pattern,pattern (layout_component); pattern (quantity_reference),,,,visualization (whole)
SciVisJ.801.15.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.801.15.png,Cont.-ColorPatn,0.66,,The presented stimulus was less visible/discernible. The images are very detailed,Data Density / Image Clutter; Aesthetics Uncertainty,,very detailed; stimulus less visible/discernible,more detailed/things; stimulus less visible,(+); (+),Information Volume; Visual Disorganization,detailed; stimulus; visible; discernible,,detailed (aesthetics); detailed (information_quality); visible (readability); discernible (readability); discernible (information_quality),,stimulus (unclustered),visualization (whole)
VASTJ.170.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.170.6.png,Cont.-ColorPatn,0.66,,its clear its something oval shaped stretched out differently,"Data Density / Image Clutter; Visual Encoding Clarity; Color, Symbol, and Texture Details",,from circular to rectangular; less uniform shapes; less white; more colors,less uniform shapes; shape variety; color variety/arrangement/distribution; less negative space,(+); (+); (+); (+) (-),Graphical Forms & Primitives; Color Palette & Contrast; Visual Clutter & Overlap,circular; rectangular; uniform; shape; white; color,shape (mark); shape (perceptual_element); color (perceptual_element),white (color),shape (evaluative),"circular (rare, 1 image); rectangular (unclustered); uniform (unclustered)",shape (mark); color (property); background (structure)
SciVisJ.797.13(3).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.797.13(3).png,Glyph,0.66,,it has more details the ranking system is beyond my understanding images are difficult to make sense of,Data Density / Image Clutter; Visual Encoding Clarity; Immediacy / Cognitive Load,,more details; ranking system beyond understanding; images difficult to make sense of,more detailed/things; uninterpretable ranking; hard to interpret/read/understand/differentiate,(+); (+); (+),Information Volume; Graphical Forms & Primitives; Interpretive Difficulty,detail; rank; system; understand; image; difficult; sense,detail (cognitive_element); image (chart_type); sense (cognitive_element),difficult (readability); sense (cognitive),make sense (cognitive); understand (cognitive),"rank (unclustered); system (rare, 1 image)",visualization (whole); hierarchy (structure)
SciVisJ.995.10(3).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.995.10(3).png,Glyph,0.66,,Visual cues to make you understand what you're trying to analyze in the image.; random colours in random places; There is a more complex arrangement of shapes and colours; There are less visual items in this image; -Understanding of what I am looking at -Understanding the shapes -Understanding the information,"Data Density / Image Clutter; Visual Encoding Clarity; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",,arrangement of shapes; arrangement of colors; less visual items; visual cues; random places; random colors,little data/info; random-like movement; shape arrangement; ambiguous/confusing colors; color variety/arrangement/distribution; visual cues,(+); (+); (-); (+); (-); (-),Information Volume; Visual Disorganization; Graphical Forms & Primitives; Color Palette & Contrast; Semantic Clarity,arrangement; shape; color; visual; item; cue; random; place,arrangement (layout_component); arrangement (quantity_reference); shape (mark); shape (perceptual_element); color (perceptual_element); item (domain_object); item (quantity_reference),arrangement (structure); visual (aesthetics); random (structure),shape (evaluative),"cue (rare, 1 image); place (unclustered)",shape (mark); color (property); encoding (property); layout (structure)
v488_n7410_20_f4.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v488_n7410_20_f4.png,Point,0.66,,The image on the left is harder to undertand as again no metrics is provided making it harder to make sense,Semantics / Text Legibility; Immediacy / Cognitive Load,,no metrics; harder to understand,no measurement/metric/axis; more difficult to interpret/read/understand/differentiate,(+); (+) (-),Annotations & Labels; Interpretive Difficulty,metric; hard; understand,,hard (readability),understand (cognitive),metric (unclustered),visualization (whole); number (content)
v488_n7412_9_f1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v488_n7412_9_f1.png,Area,0.67,,There are more images on the left image. Both were quite complex and it was hard to decide.,Data Density / Image Clutter,,more images,more detailed/things,(+),Information Volume,image,image (chart_type),,,,visualization (whole)
SciVisJ.603.12.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.603.12.png,Bar,0.67,,many graphs side by side and 2 distinct sections in each graph that vary in length. These unknown details make this feel more complex,Data Density / Image Clutter; Visual Encoding Clarity; Aesthetics Uncertainty,,many graphs side by side; vary in length; unknown details,multiple features/elements/graphs; length variation; looks random/messy/lack structure,(+); (+); (+),Element Quantity; Graphical Forms & Primitives; Visual Disorganization,graph; vary; length; unknown; detail,graph (chart_type); detail (cognitive_element),,,"vary (unclustered); length (unclustered); unknown (rare, 1 image)",visualization (whole); bar (mark); label (text)
VisC.249.5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.249.5.png,Glyph; Cont.-ColorPatn,0.67,,"The image on the left appears to have more undefinable criteria. it's a little confusing exactly what the picture is supposed to represent. the cross at the bottom, which I assume is showing where data intersects, still does not explain exactly. what relevant it has.",Visual Encoding Clarity; Schema; Immediacy / Cognitive Load,,cross at the bottom; undefinable criteria; where data intersects; a little confusing,data intersection; shapes; unclear meaning; unclear meaning/confusing,(+); (+); (+); (+),Dimensionality & Structure; Graphical Forms & Primitives; Semantic Clarity,cross; undefinable; criterion; datum; intersect; little; confusing,datum (data_element),little (size_density); confusing (readability),cross (spatial); intersect (spatial),"undefinable (rare, 1 image); criterion (rare, 1 image)",symbol (mark); point (mark); label (text); visualization (whole)
SciVisJ.980.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.980.7.png,Glyph,0.67,,"Odd shapes, several different colors, difficult to understand what it's trying to represent","Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,Odd shapes; different colors; difficult to understand,unclear shape meaning; color variety/arrangement/distribution; hard to interpret/read/understand,(+); (+) (-); (+),Semantic Clarity; Color Palette & Contrast; Interpretive Difficulty,odd; shape; different; color; difficult; understand,shape (mark); shape (perceptual_element); color (perceptual_element),different (structure); difficult (readability),shape (evaluative); understand (cognitive),"odd (rare, 1 image)",shape (mark); color (property); visualization (whole)
VisC.248.3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.248.3.png,Glyph,0.67,,"The left image has an overall pleasing pattern which makes a holisitic understanding or comprehension more available than the image on the right.; The image on the left had more fine detail than the image on the right. A lot more was happening in the entirety of the space in the image on the left compared to the image on the right, which had more unused space. The preciseness of the lines (thickness, intensity, etc.) was more important to the diagram on the left than the one on the right.",Data Density / Image Clutter; Visual Encoding Clarity; Schema; Immediacy / Cognitive Load,,"more fine detail; preciseness of the lines (thickness, intensity); overall pleasing pattern; holisitic understanding or comprehension more available",more detailed/things; precision of lines; familiar representation; easy to interpret/read/understand,(+); (+); (-); (-),Information Volume; Graphical Forms & Primitives; Domain Familiarity; Interpretive Difficulty,fine; detail; preciseness; line; thickness; intensity; overall; pleasing; pattern; holisitic; understanding; comprehension; available,detail (cognitive_element); line (mark); pattern (layout_component); pattern (quantity_reference); understanding (cognitive_element),fine (size_density); overall (information_quality); understanding (cognitive),,"preciseness (unclustered); thickness (unclustered); intensity (unclustered); pleasing (unclustered); holisitic (rare, 1 image); comprehension (unclustered); available (rare, 1 image)",line (mark); pattern (structure); visualization (whole)
v484_n7392_9_f3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v484_n7392_9_f3.png,Line,0.67,,"Many different results in the same chart, many numbers and lines of scale.",Data Density / Image Clutter; Semantics / Text Legibility,,Many results in chart; lines of scale; many numbers,many numbers; more charts/points/lines/shapes/elements,(+); (+); (+),Text Volume & Content; Element Quantity,result; chart; line; scale; number,chart (chart_type); line (mark); scale (chart_component); scale (quantity_reference); number (quantity_reference),,,"result (rare, 1 image)",visualization (whole); line (mark); number (content)
InfoVisJ.1063.13.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1063.13.png,Node-link,0.67,,"The second one is much easier to understand than the first. The second graph only has black.; Image on the right is simple, although at the end it has many lines it's visually more pleasing than the one on the left.","Data Density / Image Clutter; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",,many lines; more pleasing; only has black; easier to understand,more charts/points/lines/shapes/elements; black color; visual clarity/appealing; easier to interpret/read/understand,(+) (-); (-); (-); (-),Element Quantity; Color Palette & Contrast; Visual Disorganization; Interpretive Difficulty,line; pleasing; black; easy; understand,line (mark),black (color); easy (readability),understand (cognitive),pleasing (unclustered),line (mark); color (property); visualization (whole)
InfoVisJ.485.9.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.485.9.png,Point,0.67,,"There are colours, a grid, numbers, and codes in the one I chose. It overall feels more complicated even though I haven't had a chance to truly analyze it.; detail is not fixed in one area. eyes would have to take in lots of separate charts of information. too much for eyes to remember as a whole image.; 1. Involves multiple graphics; 2. Involves colors; 3. Involves words/sentences.; The amount of overlapping lines Several scatter plots; 1.Image size. 2. Small details in the image. 3. The number of shapes in the image; Excessive Data Points: When a chart contains too many data points, it can overwhelm the viewer and make it difficult to discern meaningful patterns or trends. Cluttered Labels and Annotations: If labels, titles, and annotations are excessively crowded or overlapping, it can make it challenging to identify specific elements within the chart. Data Overload: Including too much data in a single chart or diagram can make it difficult to focus on the most important information and can obscure key insights.; Data is easier to compare on the left.; Mixing visual graphs and line data confusing. Unclear what is being measured. Data points not clearly marked or labelled. Very busy images, unsure where to start looking","Data Density / Image Clutter; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,"easier to compare; unsure where to start looking; multiple graphics; colors; words/sentences; lots of separate charts; too much to remember; too many data points; too much data; labels, titles, and annotations are excessively crowded or overlapping; challenging to identify; difficult to discern; difficult to focus on; codes; numbers; more complicated; Small details; number of shapes; overlapping lines; scatter plots",fine/layered details; more charts/points/lines/shapes/elements; multiple features/elements/graphs; overlapping shapes/colors/lines; too many points/lines/shapes/elements; too much data/info; amount of words/context/numbers; code/text; unclear relation between words; word/text/sentence; a specific technique; unclear colormaps; easier to compare/discern/distinguish; hard to compare/discern/distinguish; hard to focus/follow; hard to identify/extract/find features; hard to interpret/read/understand; more complicated; unable to remember,(-); (+); (+); (+) (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+) (-); (+); (+) (-); (+) (-); (+); (+),Information Volume; Element Quantity; Visual Clutter & Overlap; Text Volume & Content; Semantic Clarity; Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty,easy; compare; unsure; start; look; multiple; graphic; color; word; sentence; lot; separate; chart; remember; data; point; datum; label; title; annotation; excessively; crowded; overlapping; challenge; identify; difficult; discern; focus; code; number; complicated; small; detail; shape; overlap; line; scatter; plot,graphic (chart_type); graphic (quantity_reference); color (perceptual_element); word (annotation); lot (quantity_reference); chart (chart_type); data (data_element); point (mark); datum (data_element); label (chart_component); title (chart_component); annotation (chart_component); annotation (annotation); annotation (quantity_reference); code (annotation); number (quantity_reference); detail (cognitive_element); shape (mark); shape (perceptual_element); line (mark),too many (quantity_descriptor); too much (quantity_descriptor); easy (readability); multiple (structure); graphic (aesthetics); lot (quantity_descriptor); separate (structure); overlapping (structure); difficult (readability); complicated (complexity); small (size_density),separate (spatial); separate (structural); label (semantic); challenge (cognitive); identify (semantic); identify (perceptual); discern (perceptual); focus (structural); focus (perceptual); shape (evaluative); overlap (spatial); scatter (spatial),"compare (unclustered); unsure (unclustered); start (rare, 1 image); look (filtered, 16 images); sentence (unclustered); remember (unclustered); excessively (unclustered); crowded (unclustered); plot (unclustered)",visualization (whole); line (mark); point (mark); label (text); color (property); number (content)
VASTJ.2012.9(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.2012.9(2).png,Text,0.67,,"I picked complexity mostly for the amount of items displayed, how busy the charts were, the amount of information given and how hard it was to quickly understand them.; many different elements - less organization of elements - more variety of colors","Data Density / Image Clutter; Visual Encoding Clarity; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,many different elements; less organization of elements; more variety of colors; amount of items; how busy the charts were; the amount of information; how hard it was to quickly understand,dense/cluttered layout; more charts/points/lines/shapes/elements; much/more data/info/info spread; less organized elements; color variety/arrangement/distribution; more difficult to interpret/read/understand/differentiate,(+); (+); (+); (+); (+); (+); (+),"Visual Clutter & Overlap; Element Quantity; Information Volume; Position, Scale & Organization; Color Palette & Contrast; Interpretive Difficulty",different; element; organization; variety; color; item; busy; chart; information; hard; quickly; understand,element (domain_object); variety (quantity_reference); color (perceptual_element); item (domain_object); item (quantity_reference); chart (chart_type); information (cognitive_element),different (structure); variety (quantity_descriptor); busy (complexity); busy (aesthetics); hard (readability); quickly (readability); quickly (temporal),understand (cognitive),organization (unclustered),visualization (whole); color (property); data (content); layout (structure)
MorphableWordClouds13.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/MorphableWordClouds13.png,Text,0.67,,"sizes of words, readability",Semantics / Text Legibility,,readability; sizes of words,readability; word rotation/small font size,(+) (-); (-),Typography & Readability,readability; size; word,readability (quantity_reference); size (perceptual_element); word (annotation),readability (readability),,,visualization (whole); label (text)
InfoVisC.173.7(1).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.173.7(1).png,Area,0.68,,I don't really understand where I'm supposed to look.,Immediacy / Cognitive Load,,don't understand where to look.,unclear where to look/what to see,(+),Semantic Clarity,understand; look,,,understand (cognitive),"look (filtered, 16 images)",visualization (whole)
VASTC.19.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTC.19.8.png,Cont.-ColorPatn,0.68,,"Two much color gradient; -The quality: the image is pretty blurry -The colours: dull and blended together -I have no idea what it represents, lacks clarity It felt like I had to squint my eyes to understand what I was looking at","Schema; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",,color gradient; no idea what it represents; colors dull and blended; the image is pretty blurry; lacks clarity; squint my eyes to understand,no context or reference; black-to-white/color gradient; blended colors; blurry colors/images; distracting/confusing/unclear; attention/squinting to understand,(+); (+); (+); (+); (+); (+),Domain Familiarity; Color Palette & Contrast; Visual Disorganization; Processing Time & Effort,color; gradient; idea; represent; dull; blend; image; pretty; blurry; lack; clarity; squint; eye; understand,the image (quantity_reference); no idea (quantity_reference); color (perceptual_element); gradient (mark); idea (cognitive_element); image (chart_type),no idea (information_quality),represent (semantic); lack (evaluative); understand (cognitive),"dull (rare, 1 image); blend (rare, 1 image); pretty (unclustered); blurry (unclustered); clarity (unclustered); squint (rare, 1 image); eye (unclustered)",visualization (whole); color (property); label (text)
SciVisJ.877.8(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.877.8(2).png,Glyph,0.68,,1. The other one looks like a wind map which I am familiar with.,Schema,,familiar with; wind map,"domain-specific concepts (e.g., chemical, biology, map); familiar representation",(-); (-),Domain Familiarity,familiar; wind; map,map (chart_type),familiar (familiarity),,"wind (rare, 1 image)",visualization (whole)
InfoVisJ.1933.13.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1933.13.png,Grid,0.68,,"The image just hurt my eyes to look at. They all looked the same yet different.; For this one, you need to read 15 figures separately. Therefore, I find it more complex.",Aesthetics Uncertainty; Immediacy / Cognitive Load,,hurt my eyes; need to read 15 figures separately,distracting/confusing/unclear; read/analyze many figures/items,(+); (+),Visual Disorganization; Processing Time & Effort,hurt; eye; need; read; figure; separately,,,need (evaluative); read (cognitive),"hurt (unclustered); eye (unclustered); figure (unclustered); separately (rare, 1 image)",layout (structure); panel (structure); encoding (property)
VASTJ.111.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.111.8.png,Grid,0.68,,"1. axis labelling
2. color differences
3. the grid","Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details",,axis labeling; color differences; grid,title/axis/label/descriptions; a specific technique; color variety/arrangement/distribution,(+); (+); (+),Annotations & Labels; Domain Familiarity; Color Palette & Contrast,axis; labeling; color; difference; grid,axis (chart_component); color (perceptual_element); difference (quantity_reference); grid (chart_component); grid (layout_component),,,"labeling (rare, 1 image)",axes (furniture); color (property); grid (structure)
vis666.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/vis666.png,Node-link,0.68,,"interconnecting lines, different colors, many text boxes, assortment of bigger red boxes","Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details",,assortment of bigger red boxes; interconnecting lines; many text boxes; different colors,more charts/points/lines/shapes/elements; intersecting lines; more text boxes; color variety/arrangement/distribution,(+); (+); (+); (+) (-),Element Quantity; Graphical Forms & Primitives; Text Volume & Content; Color Palette & Contrast,assortment; big; red; box; interconnect; line; text; different; color,box (chart_component); box (quantity_reference); line (mark); text (annotation); color (perceptual_element),big (size_density); red (color); different (structure),,"assortment (unclustered); interconnect (rare, 1 image)",panel (structure); line (mark); label (text); color (property)
VASTJ.1448.5(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.1448.5(2).png,Node-link,0.68,,,Immediacy / Cognitive Load,,The inclusion of connections between different points in the image; jumped out to me as instantly making it more complex.,more complicated,(+); (+),Interpretive Difficulty,inclusion; connection; different; point; image; jump; instantly; make; complex,the image (quantity_reference); connection (quantity_reference); point (mark); image (chart_type),different (structure); complex (complexity),,"inclusion (rare, 1 image); jump (rare, 1 image); instantly (unclustered); make (in vocab, excluded)",point (mark); link (structure)
VASTC.107.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTC.107.7.png,Point,0.68,,"on the right, the x and y axes could represent geo coordinates (like in the left). i also thought each country in the map could be represented as a dot (of the capital or of the middle of the shape) without losing info so i assumed the country shapes weren't that much more complex than dots. in the end, i thought on the right there are more colors and there are more areas (circles) so it's a bit more complex. now that i think about it, on the right there is also no text which adds complexity since we have to guess a legend (it also makes it look more abstract).","Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details",,more areas; circles; country shapes; dots; legend; no text; x and y axes; country; map; more colors,"more detailed/things; shapes; shapes and lines; lack of/not enough axis labels/legend/annotations/context; more title/axis/label; too much legend; domain-specific concepts (e.g., chemical, biology, map); color variety/arrangement/distribution",(+); (+) (-); (+) (-); (+) (-); (+) (-); (+); (+); (+) (-); (+) (-); (+) (-),Information Volume; Graphical Forms & Primitives; Annotations & Labels; Domain Familiarity; Color Palette & Contrast,area; circle; country; shape; dot; legend; text; axis; map; color,area (layout_component); circle (mark); country (domain_object); shape (mark); shape (perceptual_element); dot (mark); legend (chart_component); text (annotation); axis (chart_component); map (chart_type); color (perceptual_element),,shape (evaluative); legend (evaluative),,visualization (whole); shape (mark); point (mark); legend (furniture); axes (furniture)
VASTJ.1683.4(3).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.1683.4(3).png,Point,0.68,,"I see the image on the left as being more in order, more capable of being understood, more likely able to establish something from it; I found them equally difficult.",Visual Encoding Clarity; Immediacy / Cognitive Load,,equally difficult; more in order; more capable of being understood,ordered; more difficult; more interpretable/readable/understandable,(-); (-); (-),"Position, Scale & Organization; Interpretive Difficulty",equally; difficult; order; capable; understand,order (quantity_reference),difficult (readability); order (structure),understand (cognitive),"equally (rare, 1 image); capable (rare, 1 image)",visualization (whole); layout (structure); data (content)
whoQ30_1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoQ30_1.png,Point,0.68,,#NAME?,Data Density / Image Clutter,,Lots of points,more charts/points/lines/shapes/elements,(+),Element Quantity,lot; point,lot (quantity_reference); point (mark),lot (quantity_descriptor),,,point (mark)
VASTJ.1612.1(3).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.1612.1(3).png,Text,0.68,,The first image is kinda difficult to understand and has many elements intermingled,Data Density / Image Clutter; Immediacy / Cognitive Load,,many elements intermingled; difficult to understand,messy/mixed up/noisy/intermingled elements; hard to interpret/read/understand,(+); (+),Visual Clutter & Overlap; Interpretive Difficulty,element; intermingle; difficult; understand,element (domain_object),difficult (readability),understand (cognitive),"intermingle (rare, 1 image)",visualization (whole); data (content)
