image,sceneGraph,imageName,imageURL,VisType,mentioningColor,context,NormalizedVC,ConfusingSource,rawUserComments,UniqueTopics,CuratedUniqueTopics,CuratePhrasesMore/LessComplex,humanCuratedPhrases,originalSentiments,allStems,visual_objects,visual_attributes,visual_predicates,unmatched_stems,originalStems,objectWords,actionWords,originalStemPOS,oar_B_synset_objects,UniqueSubTopics,UniqueSubTopicsCount,UniqueTopicsCount,oar_B_synset_attributes,oar_B_synset_relationships
,,VASTJ.220.1(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.220.1(2).png,Text,,,0.61,,Letter size variation; Word meaning difference; Color difference; Ugly calligraphy,"Semantics / Text Legibility; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",,Letter size variation; Word meaning difference; Color difference; Ugly calligraphy,different font/word sizes/structure; different word meaning; color variety/arrangement/distribution; less attractive,(+); (+); (+); (+),letter; size; variation; word; mean; difference; color; ugly; calligraphy,color difference (perceptual_element); letter (annotation); size (perceptual_element); word (annotation); difference (quantity_reference); color (perceptual_element),color difference (color),mean (semantic),"variation (unclustered); ugly (rare, 1 image); calligraphy (rare, 1 image)",letter; size; variation; word; mean; differ; color; ugly; calligraphy,letter; size; variation; word; meaning; difference; color; calligraphy,,NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; ADJ; NOUN,label (text); font_style (property),Typography & Readability; Semantic Clarity; Color Palette & Contrast; Visual Disorganization,,,variable_letter_size (label); differing_word_meanings (label); color_variation_present (label); ugly_irregular_calligraphy (font_style),label --varies_in_size_across--> label; label --differ_semantically_within--> label; font_style --increases_clutter_in--> label
,,wsj299.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj299.png,Bar,,,0.62,,,"Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,more detailed graphics; more statistics; more colors,more colors; more to read/analyze/understand,(+); (+); (+),detailed; graphic; statistic; color,graphic (chart_type); graphic (quantity_reference); color (perceptual_element),detailed (aesthetics); detailed (information_quality); graphic (aesthetics),,"statistic (rare, 2 images)",detail; graphic; statistic,graphic; statistic; color,,ADJ; NOUN; NOUN,visualization (whole); data (content); color (property),Color Palette & Contrast; Processing Time & Effort,,,high_detail_level (visualization); multiple_statistics_present (data); multiple_colors_used (color),color --adds_visual_complexity_to--> visualization
,,v483_n7391_8_f5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v483_n7391_8_f5.png,Cont.-ColorPatn,,,0.62,,"The graph is something I am unfamiliar with, it is harder to read and understand, and it is visually more striking.; as a coloured surface, which is harder to discern; contains more information; Too many similar colours, and axis; A lot of data; More colors; More numbers; The data in the chosen picture are more difficult to read. The graph itself seems conveying more data; The other image has an order; require a more specialized education to understand.; the left has more details and displayed via a bar chart - more simple. It is harder to read.; there are more colors, more information to look at, the lines are wavy and not straightforward; Much more data on the graph than just words.; The image in orange could be anything — an individual without specialized knowledge would be clueless as to what it is. Multiple data points in the image in orange. To the human eye it is more complex: whereas most graphs have two axes (as in the seismic graph), the orange image has four axes and is more difficult to understand based on the results presented.; I feel like the left seems pretty organized and easy to understand, also the colors on both side left are identical, which makes it less complex for me. It's structured.; four labelled axes; separate colour scale; Both have 3 variables; the right one representing one variable with a heat map makes it easier for me to understand at a glance. Curve lines limiting the heat map also helps.","Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",,Curve lines; one variable; heat map; understand at a glance; conveying more data; difficult to read; colored surface; harder to discern; more data points; more axes; require specialized education to understand.; four labeled axes; separate color scale; organized; structured; colors on both side left are identical; easy to understand; ordered; more details; bar chart; harder to read; A lot of data; More colors; More numbers; more information; lines not straightforward; more colors; Multiple data points; four axes; seismic graph; clueless; more difficult to understand; Too many similar colors; axis; visually more striking; unfamiliar with; harder to read and understand; Much more data; words,"more charts/points/lines/shapes/elements; more detailed/things; much/more data/info/info spread; multiple features/elements/graphs; organized/structured; curved lines; indistinguishable/unintuitive lines; ordered; single variable; more axes; more numbers; title/axis/label/descriptions; word/text/sentence; a specific technique; a specific technique, e.g., bar, pie, circle; domain-specific concepts (e.g., chemical, biology, map); unfamiliar concepts/patterns; color variety/arrangement/distribution; colored surface; lack of color contrast / hard to distinguish colors; separate color scales; visually striking; easy to interpret/read/understand; hard to interpret/read/understand/differentiate; more difficult to compare/discern/distinguish; more difficult to interpret/read/understand/differentiate; not interpretable/readable/understandable; require specialized knowledge",(-); (-); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+) (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+) (-); (+); (+); (+) (-); (+); (+); (+); (+) (-); (+); (+); (+); (+); (+) (-),curve; line; variable; heat; map; understand; glance; convey; datum; difficult; read; color; surface; hard; discern; point; axis; require; specialized; education; label; separate; scale; organize; structure; left; identical; easy; order; detail; bar; chart; lot; number; information; straightforward; multiple; seismic; graph; clueless; similar; visually; striking; unfamiliar; word,more information (quantity_reference); a glance (quantity_reference); a lot (quantity_reference); line (mark); variable (data_element); map (chart_type); datum (data_element); color (perceptual_element); point (mark); axis (chart_component); label (chart_component); scale (chart_component); scale (quantity_reference); structure (layout_component); order (quantity_reference); detail (cognitive_element); bar (mark); chart (chart_type); lot (quantity_reference); number (quantity_reference); information (cognitive_element); graph (chart_type); word (annotation),more information (information_quality); too many (quantity_descriptor); a lot (quantity_descriptor); difficult (readability); hard (readability); separate (structure); easy (readability); order (structure); lot (quantity_descriptor); straightforward (complexity); multiple (structure); similar (structure); unfamiliar (familiarity),understand (cognitive); convey (semantic); read (cognitive); discern (perceptual); require (evaluative); label (semantic); separate (spatial); separate (structural); organize (structural); structure (structural),"curve (unclustered); heat (rare, 2 images); glance (in vocab, excluded); surface (rare, 1 image); specialized (rare, 1 image); education (rare, 2 images); left (rare, 1 image); identical (rare, 1 image); seismic (unclustered); clueless (unclustered); visually (in vocab, excluded); striking (rare, 1 image)",curve; line; variable; heat; map; understand; glance; convey; datum; difficult; read; color; surface; hard; discern; point; axis; require; specialized; education; label; separate; scale; organic; structure; left; identical; easy; order; detail; bar; chart; lot; number; information; straightforward; multiple; data; seismic; graph; clueless; similar; visual; unfamiliar; word,curve; line; variable; heat; map; glance; datum; surface; point; axis; education; color; scale; detail; bar; chart; lot; number; information; data; graph; word,understand; convey; read; color; discern; require; label; organize; structure; order,NOUN; NOUN; NOUN; NOUN; NOUN; VERB; NOUN; VERB; NOUN; ADJ; VERB; VERB; NOUN; ADV; VERB; NOUN; NOUN; VERB; ADJ; NOUN; VERB; ADJ; NOUN; VERB; VERB; ADJ; ADJ; ADJ; VERB; NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; ADJ; ADJ; NOUN; ADJ; NOUN; ADJ; ADJ; ADV; ADJ; NOUN,area (mark); color (property); axes (furniture); axis_label (text); point (mark); line (mark); label (text),"Element Quantity; Information Volume; Dimensionality & Structure; Graphical Forms & Primitives; Position, Scale & Organization; Text Volume & Content; Annotations & Labels; Domain Familiarity; Color Palette & Contrast; Visual Disorganization; Interpretive Difficulty; Processing Time & Effort",,,visually_striking_surface (area); difficult_to_read (area); conveys_more_data (area); harder_to_discern (area); separate_color_scale (color); too_many_similar_colors (color); more_colors_present (color); identical_colors_both_sides (color); four_labeled_axes (axes); more_axes_present (axes); axis_aids_orientation (axes); more_numbers_present (axis_label); words_aid_reading (axis_label); multiple_data_points (point); much_more_data (point); more_details_present (point); lines_not_straightforward (line); curve_lines_simple (line); requires_specialized_education (area); unfamiliar_chart_type (area); more_difficult_to_understand (area); organized_structured_layout (area); easy_to_understand (area); understand_at_a_glance (area),area --encoded_with--> color; area --bounded_by--> axes; axes --labeled_with--> axis_label; area --contains--> point; area --overlaid_with--> line; color --increases_clutter_of--> area
,,VisJ.1595.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1595.7.png,Glyph,,,0.62,,"I'm unable to sort these as I can't understand them, it feels like the colours along with the shape it categorised in a certain way that I can't identify","Visual Encoding Clarity; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",,shapes categorized in a certain way; unable to sort; the colors; can't identify; can't understand them,categorized shapes; unable to sort; unclear colormaps; not interpretable/readable/understandable,(+); (+); (+); (+); (+),shape; categorize; certain; way; unable; sort; color; identify; understand,shape (mark); shape (perceptual_element); color (perceptual_element),,shape (evaluative); identify (semantic); identify (perceptual); understand (cognitive),"categorize (rare, 1 image); certain (rare, 2 images); way (filtered, 7 images); unable (rare, 1 image); sort (rare, 1 image)",shape; categorize; certain; way; unable; sort; color; identify; understand,shape; way; color,categorize; sort; identify; understand,NOUN; VERB; ADJ; NOUN; ADJ; VERB; NOUN; VERB; VERB,shape (mark); color (property); category (content); legend (furniture),Graphical Forms & Primitives; Visual Disorganization; Color Palette & Contrast; Interpretive Difficulty,,,categorized_in_unclear_way (shape); unable_to_sort_elements (shape); multiple_colors_present (color); cannot_identify_categories (category); cannot_understand_encoding (legend),shape --encoded_by--> color; color --fails_to_clarify--> category; category --lacks_interpretable_structure--> shape
,,VASTJ.1160.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.1160.6.png,Grid,,,0.62,,"Mostly because of the contrast of colours and more densely packed shapes, plus all the text.","Data Density / Image Clutter; Semantics / Text Legibility; Color, Symbol, and Texture Details",,densely packed shapes; all the text; contrast of colors,dense points/lines/shapes/elements; amount of words/context/numbers; low color contrast/separation/segmentation,(+); (+); (+),densely; pack; shape; text; contrast; color,shape (mark); shape (perceptual_element); text (annotation); contrast (perceptual_element); color (perceptual_element),,shape (evaluative); contrast (structural),densely (unclustered); pack (unclustered),dense; pack; shape; text; contrast; color,shape; text; contrast; color,pack,ADV; VERB; NOUN; NOUN; NOUN; NOUN,shape (mark); label (text); color (property),Element Quantity; Text Volume & Content; Color Palette & Contrast,,,densely_packed_arrangement (shape); high_text_volume (label); high_color_contrast (color),shape --creates_visual_clutter_with--> color; label --increases_cognitive_load_alongside--> shape
,,VASTJ.1139.4.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.1139.4.png,Grid,,,0.62,,General messier look; More colors; Higher contrast; Less attractive to look at,"Data Density / Image Clutter; Color, Symbol, and Texture Details; Aesthetics Uncertainty",,messy; Higher contrast; More colors; Less attractive,messy/mixed up/noisy/intermingled elements; color variety/arrangement/distribution; distinguishable/full/highly contrast color uses; less attractive,(+); (+); (+); (+),messy; high; contrast; color; attractive,contrast (perceptual_element); color (perceptual_element),,contrast (structural),"messy (unclustered); high (in vocab, excluded); attractive (rare, 1 image)",messy; high; contrast; color; attractive,messy; contrast; color,,NOUN; ADJ; NOUN; NOUN; ADJ,visualization (whole); color (property); layout (structure),Visual Clutter & Overlap; Color Palette & Contrast; Visual Disorganization,,,messy_arrangement (layout); higher_contrast_colors (color); more_colors_used (color); less_attractive_appearance (visualization),color --contributes_to--> layout
,,InfoVisJ.459.15.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.459.15.png,Point,,,0.62,,1 I don't even understand what its talking about in 5 sec 2 this is bland not a lot of colour,"Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,not a lot of color; don't understand what its talking about in 5 sec,inadequate/few coloring; not interpretable/readable/understandable,(+); (+),lot; color; understand; talk; sec,a lot (quantity_reference); lot (quantity_reference); color (perceptual_element),a lot (quantity_descriptor); lot (quantity_descriptor),understand (cognitive),"talk (unclustered); sec (rare, 1 image)",lot; color; understand; talk; sec,lot; color; sec,understand; talk,NOUN; NOUN; VERB; VERB; PROPN,visualization (whole); color (property); label (text),Color Palette & Contrast; Interpretive Difficulty,,,limited_color_variety (color); not_immediately_interpretable (label),color --contributes_to_difficulty_of--> label; label --requires_extended_processing_in--> visualization
,,InfoVisJ.1169.5(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1169.5(2).png,Text,,,0.62,,"The right one has too many lines, you have to check from each word where every line goes.",Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility,,too many lines; word; where every line goes,more charts/points/lines/shapes/elements; indistinguishable/unintuitive lines; word/text/sentence,(+); (+) (-); (+),line; word,line (mark); word (annotation),too many (quantity_descriptor),,,line; word; go,line; word,go,NOUN; NOUN; VERB,line (mark); label (text); visualization (whole),Element Quantity; Graphical Forms & Primitives; Text Volume & Content,,,too_many_lines (line); difficult_to_trace_paths (line); text_word_present (label); high_visual_clutter (visualization),line --overwhelms--> visualization; line --obscures_destination_of--> visualization
,,VASTC.183.14(1).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTC.183.14(1).png,Text,,,0.62,,I can sort of understand Image 2 because it has words that I recognize.,Schema,,words that I recognize,recognizable objects,(-),word; recognize,word (annotation),,recognize (perceptual),,word; recognize,word,recognize,NOUN; VERB,label (text),Domain Familiarity,,,familiar_recognizable_words (label),
,,CiteRivers5(1).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/CiteRivers5(1).png,Text,,,0.62,,"The left chart color separation helped to despite have more information, keep the visual simple.","Color, Symbol, and Texture Details",,color separation,low color contrast/separation/segmentation,(-),color; separation,color (perceptual_element),,,"separation (rare, 1 image)",color; separate,color; separation,,NOUN; NOUN,visualization (whole); color_segment (mark),Color Palette & Contrast,,,distinct_color_separation (color_segment),color_segment --reduces_clutter_in--> visualization
,,wsj21.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj21.png,Area,,1.0,0.63,,The other image has visuals to make it easier for you to understand what the data is about. The other image also has different visual elements that allow you to analyze the data in the image.,Visual Encoding Clarity; Immediacy / Cognitive Load,,different visual elements; allow to analyze the data; easier to understand,several elements; easier to interpret/read/understand; easier to process/visualize,(-); (-); (-),different; visual; element; allow; analyze; datum; easy; understand,element (domain_object); datum (data_element),different (structure); visual (aesthetics); easy (readability),analyze (cognitive); understand (cognitive),allow (unclustered),differ; visual; element; allow; analyze; datum; easy; understand,element; datum,allow; analyze; understand,ADJ; ADJ; NOUN; VERB; VERB; NOUN; ADJ; VERB,visualization (whole); element (mark); data (content),Graphical Forms & Primitives; Interpretive Difficulty,2.0,2.0,varied_visual_encoding (element); supports_data_analysis (data); easier_to_understand (visualization),element --facilitates_interpretation_of--> data
,,VASTC.107.10.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTC.107.10.png,Area,,0.0,0.63,,"Amount of details, draw style, colors","Data Density / Image Clutter; Schema; Color, Symbol, and Texture Details",,Amount of details; colors; draw style,more detailed/things; drawing style; unclear colormaps,(+) (-); (+) (-); (+) (-),detail; color; draw; style,detail (cognitive_element); color (perceptual_element),,,draw (unclustered); style (unclustered),detail; color; draw; style,detail; color; style,draw,NOUN; NOUN; VERB; NOUN,visualization (whole); data (content); color (property); element (mark),Information Volume; Domain Familiarity; Color Palette & Contrast,,,high_amount_of_details (data); multiple_colors_present (color); complex_draw_style (element),data --increases_clutter_via--> color; element --contributes_to--> visualization
,,InfoVisC.211.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.211.8.png,Area,,,0.63,,variety of very bright colors; segmentation of colors; text at the bottom; A map is more familiar - Explanatory legend,"Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details",,explanatory legend; map is familiar; segmentation of colors; variety of bright colors; text at the bottom,"clear text arrangement/density; explanatory legend; domain-specific concepts (e.g., chemical, biology, map); bright colors; color variety/arrangement/distribution",(-); (-); (+); (+); (+),explanatory; legend; map; familiar; segmentation; color; variety; bright; text,legend (chart_component); map (chart_type); color (perceptual_element); variety (quantity_reference); text (annotation),familiar (familiarity); variety (quantity_descriptor),legend (evaluative),explanatory (unclustered); segmentation (unclustered); bright (unclustered),explanatory; legend; map; familiar; segment; color; variety; bright; text,legend; map; segmentation; color; variety; text,,ADJ; NOUN; NOUN; ADJ; NOUN; NOUN; NOUN; ADJ; NOUN,legend (furniture); visualization (whole); color_segment (mark); label (text),Typography & Readability; Annotations & Labels; Domain Familiarity; Color Palette & Contrast,,,explanatory_and_clear (legend); familiar_structure (visualization); segmented_color_regions (color_segment); variety_of_bright_colors (color_segment); dense_bottom_text (label),color_segment --increases_clutter_in--> visualization; label --adds_cognitive_load_to--> visualization
,,vis718.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/vis718.png,Area,,,0.63,,dots,"Color, Symbol, and Texture Details",,dots,unclear colormaps,(+) (-),dot,dot (mark),,,,dot,dot,,NOUN,point (mark),Color Palette & Contrast,,,simple_dot_marks (point),
,,VisC.433.1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.433.1.png,Cont.-ColorPatn,,,0.63,,#NAME?,"Data Density / Image Clutter; Color, Symbol, and Texture Details",,more informations; takes up more space; more colors; more pixels,more regions/space; much/more data/info/info spread; color variety/arrangement/distribution; more pixels,(+); (+); (+) (-); (+),information; take; space; color; pixel,information (cognitive_element); space (layout_component); color (perceptual_element),,take (evaluative),pixel (unclustered),information; take; space; color; pixel,information; space; color; pixel,take,NOUN; VERB; NOUN; NOUN; NOUN,visualization (whole); color (property); data (content),Visual Clutter & Overlap; Information Volume; Color Palette & Contrast; Element Quantity,,,high_information_density (visualization); large_spatial_footprint (visualization); multiple_colors_used (color); high_pixel_density (data),color --increases_visual_load_of--> visualization; data --contributes_clutter_to--> visualization
,,VisC.175.1(3).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.175.1(3).png,Cont.-ColorPatn,,,0.63,,There are more colors in the picture circled in orange,"Color, Symbol, and Texture Details",,more colors,color variety/arrangement/distribution,(+) (-),color,color (perceptual_element),,,,color,color,,NOUN,visualization (whole); color (property),Color Palette & Contrast,,,multiple_colors_used (color),
,,SciVisJ.975.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.975.7.png,Cont.-ColorPatn,,,0.63,,,Aesthetics Uncertainty,,meaningless; complexity; unknow,distracting/confusing/unclear,(+); (+); (+),meaningless; complexity; unknow,complexity (quantity_reference),,,"meaningless (rare, 1 image); unknow (rare, 1 image)",complex,complexity,unknow,NOUN,visualization (whole); data (content),Visual Disorganization,,,meaningless_presentation (visualization); ambiguous_complexity_level (visualization); unknown_data_meaning (data),data --contributes_to--> visualization
,,VisJ.1949.18.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1949.18.png,Glyph,,,0.63,,"it contains multiple figures that are slightly different in terms of 1) overall shape, 2) colour distribution and 3) location within the image.","Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details",,location within the image; overall shape; color distribution,image location; overall shape; color variety/arrangement/distribution,(+); (+); (+),location; image; overall; shape; color; distribution,color distribution (perceptual_element); the image (quantity_reference); image (chart_type); shape (mark); shape (perceptual_element); color (perceptual_element); distribution (data_element),color distribution (color); overall (information_quality),shape (evaluative),location (unclustered),location; image; overall; shape; color; distribute,location; image; shape; color; distribution,,NOUN; NOUN; ADJ; NOUN; NOUN; NOUN,visualization (whole); shape (mark); color (property),Dimensionality & Structure; Graphical Forms & Primitives; Color Palette & Contrast,,,ambiguous_spatial_location (visualization); complex_overall_shape (shape); varied_color_distribution (color),color --increases_clutter_of--> visualization; shape --contributes_to_complexity_of--> visualization
,,InfoVisJ.349.1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.349.1.png,Node-link,,,0.63,,"has easy lines to follow second option has easily distinct shapes; The numerous intersections on the right chart made it confusing to read to me.; Proximity of items Colours involved Complexity of image; Amount of information to understand the data; Lack of label or explanation; visually more abstract and to me complex; random like shapes; random like ""movement"" of datapoints(?); monochrome colour appeared more complex to me","Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",,distinct shapes; lines; easy lines to follow; numerous intersections; confusing to read; random like movement of datapoints; random like shapes; monochrome color; Proximity of items; Colors involved; Lack of label or explanation,dense points/lines/shapes/elements; overlapping shapes/colors/lines; lines; random-like movement; random-like shapes; shapes and lines; lack of/not enough axis labels/legend/annotations/context; text hard to read; monochrome; unclear colormaps; easy to focus/follow; unclear meaning/confusing,(-); (+) (-); (-); (+); (+); (+); (+); (+); (+) (-); (+) (-); (+),distinct; shape; line; easy; follow; numerous; intersection; confuse; read; random; movement; datapoint; monochrome; color; proximity; item; involve; lack; label; explanation,shape (mark); shape (perceptual_element); line (mark); intersection (layout_component); intersection (quantity_reference); color (perceptual_element); item (domain_object); item (quantity_reference); label (chart_component); explanation (annotation),distinct (structure); easy (readability); random (structure),shape (evaluative); follow (perceptual); confuse (cognitive); read (cognitive); involve (evaluative); lack (evaluative); label (semantic),"numerous (rare, 1 image); movement (unclustered); datapoint (unclustered); monochrome (unclustered); proximity (unclustered)",distinct; shape; line; easy; follow; numerous; intersect; confuse; read; random; like; movement; datapoint; monochrome; color; proximity; item; involve; lack; label; explanation,shape; line; intersection; movement; datapoint; monochrome; color; proximity; item; lack; label; explanation,follow; confuse; read; involve,ADJ; NOUN; NOUN; ADJ; VERB; ADJ; NOUN; VERB; VERB; ADJ; ADP; NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; VERB; NOUN; NOUN; NOUN,line (mark); data (content); shape (mark); color (property); label (text); link (structure),Element Quantity; Visual Clutter & Overlap; Graphical Forms & Primitives; Visual Disorganization; Annotations & Labels; Typography & Readability; Color Palette & Contrast; Interpretive Difficulty; Semantic Clarity,,,distinct_recognizable_shapes (shape); numerous_lines_present (line); easy_to_follow (line); numerous_intersections (link); random_like_movement (data); random_like_shapes (shape); monochrome_color_used (color); colors_involved (color); lack_of_labels_explanation (label); close_proximity_of_items (data),link --makes_confusing_to_read--> line; label --absent_from--> shape; data --clustered_near--> data
,,VASTJ.1407.9.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.1407.9.png,Node-link,,,0.63,,"The graphic on the left seems to have a simpler structure.; More line crossing each others which add complexity. Adding to the line, you have to look at the scale on the left and at the top; Too many lines. Too many different sections. The wording is on the chart itself, so it feels like it's all complied together onto one graph. The various shades of colour are similar yet somewhat different.","Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details",,Too many lines; Too many sections; wording on chart; various shades of color; More line crossing each others; line and scale; simple structure,more charts/points/lines/shapes/elements; overlapping shapes/colors/lines; too many sections; lines and scales; small and simple; text; color shading,(+); (+); (+); (+); (+); (+); (-),line; section; word; chart; shade; color; cross; scale; simple; structure,more line (quantity_reference); line (mark); word (annotation); chart (chart_type); shade (perceptual_element); color (perceptual_element); scale (chart_component); scale (quantity_reference); structure (layout_component),too many (quantity_descriptor); simple (complexity),cross (spatial); structure (structural),"section (rare, 1 image)",line; section; word; chart; shade; color; cross; scale; simple; structure,line; section; chart; shade; color; scale; structure,word; cross,NOUN; NOUN; VERB; PROPN; NOUN; NOUN; VERB; NOUN; ADJ; NOUN,line (mark); region (structure); label (text); color (property); scale (furniture); visualization (whole),Element Quantity; Visual Clutter & Overlap; Graphical Forms & Primitives; Typography & Readability; Text Volume & Content; Color Palette & Contrast,,,excessive_line_count (line); lines_cross_each_other (line); too_many_sections (region); dense_chart_wording (label); various_color_shades (color); scale_adds_complexity (scale); simple_overall_structure (visualization),line --intersects_with--> line; line --combined_with--> scale; color --differentiates--> region; label --clutters--> visualization
,,vis639.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/vis639.png,Point,,,0.63,,The one on the left has a random collection of multicoloured circles and I dont know what they mean.,"Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",,multicolored; random collection of circles; don't know what they mean,unclear shape meaning; color variety/arrangement/distribution; looks random/messy/lack structure,(+); (+); (+),multicolore; random; collection; circle; know; mean,collection (domain_object); collection (quantity_reference); circle (mark),random (structure),know (cognitive); mean (semantic),"multicolore (rare, 1 image)",multicolore; random; collection; circle; know; mean,collection; circle,multicolore; know; mean,VERB; ADJ; NOUN; NOUN; VERB; VERB,point (mark); color (property); legend (furniture),Semantic Clarity; Color Palette & Contrast; Visual Disorganization,,,random_collection_layout (point); meaning_unclear (point); multicolored_encoding (color),color --applied_to--> point; legend --fails_to_clarify--> point; point --lacks_clear_spatial_structure--> point
,,v485_n7396_14_f4.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v485_n7396_14_f4.png,Point,,,0.63,,"-The image on the left is more involved in terms of what would be required to interpret it. -There's a lot more happening, visually, in terms of the level of fine detail, in the image on the left. -The preciseness of the various aspects of the image on the left is more intricate than the one on the right.",Data Density / Image Clutter; Visual Encoding Clarity; Immediacy / Cognitive Load,,fine detail; preciseness of various aspects; a lot more involved; more intricate,fine/layered details; precision of aspect; more intricate; more to read/analyze/understand,(+); (+); (+); (+),fine; detail; preciseness; aspect; lot; involved; intricate,a lot (quantity_reference); detail (cognitive_element); aspect (cognitive_element); aspect (quantity_reference); lot (quantity_reference),a lot (quantity_descriptor); fine (size_density); lot (quantity_descriptor); intricate (complexity); intricate (structure),,"preciseness (unclustered); involved (rare, 1 image)",fine; detail; precise; aspect; lot; involve; intricate,detail; preciseness; aspect; lot,,ADJ; NOUN; NOUN; NOUN; NOUN; ADJ; ADJ,visualization (whole); data (content); element (mark); annotation (text),Information Volume; Encoding Interpretability; Interpretive Difficulty; Processing Time & Effort,,,fine_detail_present (data); intricate_visual_structure (element); highly_involved_composition (visualization); precise_aspect_labeling (annotation); multiple_precise_components (data),data --contributes_to_intricacy_of--> visualization; element --requires_careful_interpretation_in--> visualization; annotation --adds_precision_detail_to--> visualization
,,InfoVisJ.621.9.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.621.9.png,Text,,,0.63,,"simple, bare and not much is going in there that you wouldn't understand in one read.",Data Density / Image Clutter,,not much is going in there,little data/info,(-),,,,,,go,,go,VERB,visualization (whole),Information Volume,,,low_visual_activity (visualization),
,,InfoVisJ.2546.1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2546.1.png,Text,,,0.63,,"A lot of words and letters, too many divisions, different sizes of font",Data Density / Image Clutter; Semantics / Text Legibility,,too many divisions; different sizes of font; lot of words and letters,too many details/divisions; different font/word sizes/structure; more texts/words,(+); (+); (+),division; different; size; font; lot; word; letter,size (perceptual_element); font (annotation); lot (quantity_reference); word (annotation); letter (annotation),too many (quantity_descriptor); different (structure); lot (quantity_descriptor),,"division (rare, 1 image)",division; differ; size; font; lot; word; letter,division; size; lot; word; letter,,NOUN; ADJ; NOUN; ADJ; NOUN; NOUN; NOUN,visualization (whole); grid (structure); label (text); font_style (property),Element Quantity; Typography & Readability; Text Volume & Content,,,too_many_divisions (grid); varying_font_sizes (font_style); high_word_and_letter_count (label),label --rendered_in--> font_style; grid --increases_clutter_via--> label
